gene_id,novel_isoform_count,gene_name
JH584304.1:60000,1,NA
MT:1000,1,NA
MT:11000,1,NA
MT:12000,1,NA
MT:7000,1,NA
MT:8000,1,NA
X:100255000,1,NA
ENSMUSG00000121227,1,NA
ENSMUSG00000121494,1,9030619P08Rik
X:72402000,1,NA
X:76805000,1,NA
X:7759000,1,NA
X:79237000,1,NA
X:7927000,1,NA
X:73494000,1,NA
X:73333000,1,NA
X:79576000,1,NA
X:73301000,1,NA
X:70865000,1,NA
X:70866000,1,NA
X:70868000,1,NA
X:71013000,1,NA
X:71476000,1,NA
X:71631000,1,NA
X:72073000,1,NA
X:72273000,1,NA
X:7740000,1,NA
X:76804000,1,NA
ENSMUSG00000121513,1,PTPRG
X:76706000,1,NA
ENSMUSG00002074846,1,Vaultrc5
ENSMUSG00002074891,1,Gm54641
ENSMUSG00002075453,1,Snord3b3
X:161561000,1,NA
X:162712000,1,NA
X:162716000,1,NA
X:73410000,1,NA
X:73497000,1,NA
X:73536000,1,NA
X:73612000,1,NA
X:74439000,1,NA
X:74495000,1,NA
X:7519000,1,NA
X:7576000,1,NA
X:76703000,1,NA
ENSMUSG00000041303,1,Gtf3c3
ENSMUSG00000041268,1,Dmxl2
X:167434000,1,NA
ENSMUSG00000040811,1,Eml2
ENSMUSG00000040829,1,Zmynd15
ENSMUSG00000040850,1,Psme4
ENSMUSG00000040482,1,Dxo
ENSMUSG00000040463,1,Mybbp1a
ENSMUSG00000040097,1,Flywch1
ENSMUSG00000040462,1,Os9
ENSMUSG00000040181,1,Fmo1
ENSMUSG00000040205,1,Cuzd1
ENSMUSG00000040234,1,Tm7sf3
ENSMUSG00000040263,1,Klhdc4
ENSMUSG00000040272,1,Accs
ENSMUSG00000040296,1,Rigi
ENSMUSG00000040356,1,Skiv2l
ENSMUSG00000040359,1,Ufl1
ENSMUSG00000040374,1,Pex2
ENSMUSG00000040813,1,Tex264
ENSMUSG00000040782,1,Cop1
ENSMUSG00000040385,1,Ppp1ca
ENSMUSG00000040761,1,Spen
ENSMUSG00000039523,1,Cep104
ENSMUSG00000039533,1,Mmd2
ENSMUSG00000040018,1,Cox15
ENSMUSG00000040025,1,Ythdf2
ENSMUSG00000040044,1,Orc3
ENSMUSG00000040479,1,Dgkz
ENSMUSG00000040548,1,Tex2
ENSMUSG00000040549,1,Ckap5
ENSMUSG00000040652,1,Oaz2
ENSMUSG00000040667,1,Nup88
ENSMUSG00000040669,1,Phc1
ENSMUSG00000040690,1,Col16a1
ENSMUSG00000040720,1,Virma
ENSMUSG00000040738,1,Ints8
ENSMUSG00000040746,1,Rnf167
ENSMUSG00000040383,1,Aqr
ENSMUSG00000040390,1,Map3k10
ENSMUSG00000039477,1,Tnrc18
ENSMUSG00000038517,1,Tbkbp1
ENSMUSG00000038545,1,Cul7
ENSMUSG00000038563,1,Efl1
ENSMUSG00000038368,1,Focad
ENSMUSG00000038299,1,Wdr36
ENSMUSG00000038587,1,Akap12
ENSMUSG00000038298,1,Pdzk1
ENSMUSG00000038023,1,Atp6v0a2
ENSMUSG00000038028,1,Tigar
ENSMUSG00000038058,1,Nod1
ENSMUSG00000038095,1,Sbno1
ENSMUSG00000038127,1,Ccdc50
ENSMUSG00000038141,1,Tmem181a
ENSMUSG00000038146,1,Notch3
ENSMUSG00000038147,1,Cd84
ENSMUSG00000038167,1,Plekhg6
ENSMUSG00000038521,1,C1s1
ENSMUSG00000038502,1,Ptov1
ENSMUSG00000040407,1,Akap9
ENSMUSG00000038463,1,Olfml2b
ENSMUSG00000040410,1,Fbxl4
ENSMUSG00000040414,1,Slc25a28
ENSMUSG00000039262,1,Prrc2b
ENSMUSG00000039254,1,Pomt1
ENSMUSG00000039246,1,Lyplal1
ENSMUSG00000038324,1,Trpc4ap
ENSMUSG00000038369,1,Ncoa6
ENSMUSG00000038371,1,Sbf2
ENSMUSG00000038372,1,Gmds
ENSMUSG00000038383,1,Pigu
ENSMUSG00000038388,1,Pals2
ENSMUSG00000038412,1,Higd1a
ENSMUSG00000038416,1,Cdc16
ENSMUSG00000038417,1,Fig4
ENSMUSG00000038456,1,Dennd2a
ENSMUSG00000039509,1,Nup133
ENSMUSG00000039463,1,Slc9a8
ENSMUSG00000038206,1,Fbxo8
ENSMUSG00000063275,1,Hacd1
ENSMUSG00000063358,1,Mapk1
ENSMUSG00000062376,1,Borcs7
ENSMUSG00000062300,1,Nectin2
ENSMUSG00000061272,1,Gm14173
ENSMUSG00000062296,1,Trank1
ENSMUSG00000061390,1,Uba52-ps
ENSMUSG00000061397,1,Krt79
ENSMUSG00000061589,1,Dot1l
ENSMUSG00000061665,1,Cd2ap
ENSMUSG00000061718,1,Ppp1r1b
ENSMUSG00000061731,1,Ext1
ENSMUSG00000061816,1,Myl1
ENSMUSG00000061950,1,Ppp4r1
ENSMUSG00000061979,1,Rcc1l
ENSMUSG00000061983,1,Rps12
ENSMUSG00000063328,1,Gm9396
ENSMUSG00000063179,1,Pstk
ENSMUSG00000062054,1,Iah1
ENSMUSG00000063077,1,Kif1b
ENSMUSG00000060098,1,Prmt7
ENSMUSG00000061130,1,Ppm1b
ENSMUSG00000061244,1,Exoc5
ENSMUSG00000063410,1,Stk24
ENSMUSG00000062353,1,Gm15772
ENSMUSG00000062382,1,Ftl1-ps1
ENSMUSG00000062456,1,Rpl9-ps6
ENSMUSG00000062604,1,Srpk2
ENSMUSG00000062611,1,Rps3a2
ENSMUSG00000062729,1,Ppox
ENSMUSG00000062761,1,Zfp512
ENSMUSG00000062931,1,Zfp938
ENSMUSG00000062933,1,Gm10123
ENSMUSG00000062937,1,Mtap
ENSMUSG00000063011,1,Msln
ENSMUSG00000062031,1,Pgghg
ENSMUSG00000062081,1,Gm6055
ENSMUSG00000039428,1,Tmem135
ENSMUSG00000039943,1,Plcb4
ENSMUSG00000039990,1,Edrf1
ENSMUSG00000039994,1,Timeless
ENSMUSG00000039637,1,Coro7
ENSMUSG00000039616,1,Mocos
ENSMUSG00000039615,1,Stub1
ENSMUSG00000039536,1,Stau1
ENSMUSG00000039263,1,Npepl1
ENSMUSG00000039275,1,Foxk2
ENSMUSG00000039298,1,Cdk5rap2
ENSMUSG00000039318,1,Rab3gap2
ENSMUSG00000039354,1,Smarcal1
ENSMUSG00000039367,1,Sec24c
ENSMUSG00000039382,1,Wdr45
ENSMUSG00000039414,1,Heatr5b
ENSMUSG00000039427,1,Alg1
ENSMUSG00000039968,1,Rsbn1l
ENSMUSG00000039865,1,Slc44a3
ENSMUSG00000062203,1,Gspt1
ENSMUSG00000039849,1,Pcif1
ENSMUSG00000062234,1,Gak
ENSMUSG00000048537,1,Phldb1
ENSMUSG00000048222,1,Mfap1b
ENSMUSG00000068706,1,Gm10250
ENSMUSG00000039801,1,Cplane1
ENSMUSG00000039671,1,Zmynd8
ENSMUSG00000039713,1,Plekhg5
ENSMUSG00000039745,1,Htatip2
ENSMUSG00000039753,1,Fbxl5
ENSMUSG00000039756,1,Dnttip2
ENSMUSG00000039765,1,Cc2d2a
ENSMUSG00000039768,1,Dnajc11
ENSMUSG00000039831,1,Arhgap29
ENSMUSG00000048170,1,Mcmbp
ENSMUSG00000039844,1,Rapgef1
ENSMUSG00000038187,1,Btbd10
ENSMUSG00000038235,1,F11r
ENSMUSG00000041238,1,Rbbp8
ENSMUSG00000047879,1,Usp14
ENSMUSG00000048078,1,Tenm4
ENSMUSG00000048126,1,Col6a3
ENSMUSG00000046909,1,Tefm
ENSMUSG00000046756,1,Mrps7
ENSMUSG00000045312,1,Lhfpl2
ENSMUSG00000046721,1,Rpl14-ps1
ENSMUSG00000045326,1,Fndc7
ENSMUSG00000045333,1,Zfp423
ENSMUSG00000045455,1,Gm9797
ENSMUSG00000045482,1,Trrap
ENSMUSG00000045502,1,Hcar2
ENSMUSG00000045576,1,St7l
ENSMUSG00000045594,1,Glb1
ENSMUSG00000045624,1,Esf1
ENSMUSG00000045636,1,Mtus1
ENSMUSG00000047921,1,Trappc9
ENSMUSG00000047676,1,Rpsa-ps10
ENSMUSG00000045886,1,Pam16l
ENSMUSG00000047671,1,Dynlt4
ENSMUSG00000042797,1,Aqp11
ENSMUSG00000042814,1,Mcts2
ENSMUSG00000044927,1,H1f10
ENSMUSG00000045302,1,Preb
ENSMUSG00000042487,1,Leo1
ENSMUSG00000046764,1,A530053G22Rik
ENSMUSG00000047021,1,Cfap65
ENSMUSG00000047098,1,Rnf31
ENSMUSG00000047126,1,Cltc
ENSMUSG00000047193,1,Dync2h1
ENSMUSG00000047215,1,Rpl9
ENSMUSG00000047284,1,Neurl4
ENSMUSG00000047454,1,Gphn
ENSMUSG00000047528,1,Flacc1
ENSMUSG00000047656,1,Trpt1
ENSMUSG00000045795,1,Whamm
ENSMUSG00000046324,1,Ermp1
ENSMUSG00000042759,1,Apobr
ENSMUSG00000041650,1,Pcca
ENSMUSG00000041671,1,Pyroxd1
ENSMUSG00000041685,1,Fcho2
ENSMUSG00000041408,1,Wapl
ENSMUSG00000041362,1,Shtn1
ENSMUSG00000041740,1,Rnf10
ENSMUSG00000041354,1,Rgl2
ENSMUSG00000040940,1,Arhgef1
ENSMUSG00000040945,1,Rcc2
ENSMUSG00000040957,1,Cables1
ENSMUSG00000041058,1,Wwp1
ENSMUSG00000041096,1,Tspyl2
ENSMUSG00000041132,1,N4bp2l1
ENSMUSG00000041164,1,Zmiz2
ENSMUSG00000041168,1,Lonp1
ENSMUSG00000041236,1,Vps41
ENSMUSG00000041653,1,Pnpla3
ENSMUSG00000041638,1,Gcn1
ENSMUSG00000046516,1,Cox17
ENSMUSG00000041632,1,Mrps27
ENSMUSG00000046574,1,Prr12
ENSMUSG00000046679,1,C87436
ENSMUSG00000042502,1,Cd2bp2
ENSMUSG00000042436,1,Mfap4
ENSMUSG00000040938,1,Slc16a11
ENSMUSG00000041375,1,Ccdc9
ENSMUSG00000041417,1,Pik3r1
ENSMUSG00000041459,1,Tardbp
ENSMUSG00000041471,1,Shld2
ENSMUSG00000041506,1,Rrp9
ENSMUSG00000041515,1,Irf8
ENSMUSG00000041528,1,Rnf123
ENSMUSG00000041577,1,Prelp
ENSMUSG00000041609,1,Bicdl1
ENSMUSG00000041623,1,D11Wsu47e
ENSMUSG00000042790,1,Rnf214
ENSMUSG00000042700,1,Sipa1l1
ENSMUSG00000038271,1,Iffo1
ENSMUSG00000039219,1,Arid4b
ENSMUSG00000039233,1,Tbce
ENSMUSG00000039234,1,Sec24d
ENSMUSG00000039068,1,Zzz3
ENSMUSG00000039048,1,Foxred1
ENSMUSG00000038663,1,Fsd2
ENSMUSG00000039043,1,Arpin
ENSMUSG00000038664,1,Herc1
ENSMUSG00000038708,1,Golga4
ENSMUSG00000038745,1,Nlrp6
ENSMUSG00000038759,1,Nup205
ENSMUSG00000038781,1,Stap2
ENSMUSG00000038811,1,Gngt2
ENSMUSG00000038828,1,Tmem214
ENSMUSG00000038848,1,Ythdf1
ENSMUSG00000038886,1,Man2a2
ENSMUSG00000039230,1,Tbcd
ENSMUSG00000039199,1,Zdhhc1
ENSMUSG00000038895,1,Zfp653
ENSMUSG00000039196,1,Orm1
ENSMUSG00000038290,1,Smg6
ENSMUSG00000038291,1,Snx25
ENSMUSG00000038564,1,Ift172
ENSMUSG00000038615,1,Nfe2l1
ENSMUSG00000039244,1,Ints15
ENSMUSG00000039063,1,Echdc3
ENSMUSG00000039081,1,Zfp503
ENSMUSG00000039089,1,L3mbtl3
ENSMUSG00000039096,1,Rsad1
ENSMUSG00000039099,1,Wdr93
ENSMUSG00000039166,1,Akap7
ENSMUSG00000039167,1,Adgrl4
ENSMUSG00000039176,1,Polg
ENSMUSG00000039178,1,Tbc1d19
ENSMUSG00000039183,1,Nubp2
ENSMUSG00000038893,1,Fam117a
ENSMUSG00000038900,1,Rpl12
ENSMUSG00000042699,1,Dhx9
ENSMUSG00000044465,1,Fhip1b
ENSMUSG00000044791,1,Setd2
ENSMUSG00000044906,1,4930503L19Rik
ENSMUSG00000043346,1,Gm6741
ENSMUSG00000042961,1,Egflam
ENSMUSG00000045038,1,Prkce
ENSMUSG00000042826,1,Fgf11
ENSMUSG00000042524,1,Sun2
ENSMUSG00000042535,1,Gtpbp1
ENSMUSG00000042605,1,Atxn2
ENSMUSG00000042613,1,Pbxip1
ENSMUSG00000042625,1,Safb2
ENSMUSG00000042626,1,Shc1
ENSMUSG00000042632,1,Pla2g6
ENSMUSG00000042647,1,Acad12
ENSMUSG00000042660,1,Wdr55
ENSMUSG00000044562,1,Rasip1
ENSMUSG00000044434,1,Gm9791
ENSMUSG00000038914,1,Dido1
ENSMUSG00000044433,1,Camsap3
ENSMUSG00000038930,1,Rccd1
ENSMUSG00000039021,1,Ttc16
ENSMUSG00000040860,1,Crocc
ENSMUSG00000040904,1,Gm21988
ENSMUSG00000040913,1,Fbxw4
ENSMUSG00000043241,1,Upf2
ENSMUSG00000043424,1,Eif3j2
ENSMUSG00000043483,1,Gm6863
ENSMUSG00000043770,1,Gm12481
ENSMUSG00000043801,1,Oaz1-ps
ENSMUSG00000043909,1,Trp53bp1
ENSMUSG00000044229,1,Nxpe4
ENSMUSG00000044308,1,Ubr3
ENSMUSG00000044328,1,Trp53i13
ENSMUSG00000044330,1,Gm9790
X:166131000,1,NA
X:167437000,1,NA
ENSMUSG00000026466,1,Tor1aip1
ENSMUSG00000026150,1,Mff
ENSMUSG00000026199,1,Ankzf1
ENSMUSG00000026219,1,Trip12
ENSMUSG00000026245,1,Farsb
ENSMUSG00000026270,1,Capn10
ENSMUSG00000026276,1,Septin2
ENSMUSG00000026039,1,Sgo2a
ENSMUSG00000025982,1,Sf3b1
ENSMUSG00000025608,1,Podxl
ENSMUSG00000025968,1,Ndufs1
ENSMUSG00000025626,1,Phf6
ENSMUSG00000025646,1,Atrip
ENSMUSG00000025735,1,Rhbdl1
ENSMUSG00000025759,1,Mfsd8
ENSMUSG00000025810,1,Nrp1
ENSMUSG00000025817,1,Nudt5
ENSMUSG00000026193,1,Fn1
ENSMUSG00000026131,1,Dst
ENSMUSG00000025898,1,Cwf19l2
ENSMUSG00000026127,1,Imp4
ENSMUSG00000025240,1,Sacm1l
ENSMUSG00000025245,1,Lztfl1
ENSMUSG00000025246,1,Tbl1x
ENSMUSG00000025261,1,Huwe1
ENSMUSG00000025270,1,Alas2
ENSMUSG00000025571,1,Tnrc6c
ENSMUSG00000025572,1,Tmc6
ENSMUSG00000025579,1,Gaa
ENSMUSG00000026034,1,Clk1
ENSMUSG00000026042,1,Col5a2
ENSMUSG00000026048,1,Ercc5
ENSMUSG00000026104,1,Stat1
ENSMUSG00000026107,1,Nabp1
ENSMUSG00000026116,1,Tmem131
ENSMUSG00000026126,1,Ptpn18
ENSMUSG00000025878,1,Uimc1
ENSMUSG00000025907,1,Rb1cc1
ENSMUSG00000025235,1,Bbs4
ENSMUSG00000024493,1,Lars
ENSMUSG00000024537,1,Psmg2
ENSMUSG00000024556,1,Me2
ENSMUSG00000024561,1,Mbd1
ENSMUSG00000024566,1,Atp9b
ENSMUSG00000024576,1,Csnk1a1
ENSMUSG00000024392,1,Bag6
ENSMUSG00000024382,1,Ercc3
ENSMUSG00000024614,1,Tmx3
ENSMUSG00000024369,1,Nelfe
ENSMUSG00000024205,1,Rpl36-ps2
ENSMUSG00000024222,1,Fkbp5
ENSMUSG00000024231,1,Cul2
ENSMUSG00000024234,1,Mtpap
ENSMUSG00000024236,1,Svil
ENSMUSG00000024247,1,Pkdcc
ENSMUSG00000024515,1,Smad4
ENSMUSG00000024480,1,Ap3s1
ENSMUSG00000025915,1,Sgk3
ENSMUSG00000024451,1,Arap3
ENSMUSG00000025917,1,Cops5
ENSMUSG00000025925,1,Terf1
ENSMUSG00000025939,1,Ube2w
ENSMUSG00000025962,1,Fastkd2
ENSMUSG00000025964,1,Adam23
ENSMUSG00000025157,1,Zdhhc16
ENSMUSG00000025155,1,Dus1l
ENSMUSG00000025134,1,Alyref
ENSMUSG00000024387,1,Csnk2b
ENSMUSG00000024400,1,Wdr33
ENSMUSG00000024410,1,Rmc1
ENSMUSG00000024413,1,Npc1
ENSMUSG00000024424,1,Ttc39c
ENSMUSG00000024426,1,Atat1
ENSMUSG00000024429,1,Gnl1
ENSMUSG00000025237,1,Parp6
ENSMUSG00000025231,1,Sufu
ENSMUSG00000024271,1,Elp2
ENSMUSG00000096617,1,Gm5559
ENSMUSG00000096942,1,Rps19-ps6
ENSMUSG00000097080,1,1700086O06Rik
ENSMUSG00000097589,1,Dleu2
ENSMUSG00000097994,1,Gm26982
ENSMUSG00000094870,1,Zfp131
ENSMUSG00000094708,1,Gm10359
ENSMUSG00000091509,1,Gm17066
ENSMUSG00000094557,1,Rpl35a-ps7
ENSMUSG00000091845,1,Rpl36-ps12
ENSMUSG00000091896,1,Ube2d2a
ENSMUSG00000091955,1,Gm9844
ENSMUSG00000091957,1,Rps2-ps10
ENSMUSG00000092072,1,Gm4540
ENSMUSG00000092454,1,Gm2991
ENSMUSG00000092470,1,Gm20518
ENSMUSG00000096768,1,Gm47283
ENSMUSG00000096006,1,Gm21596
ENSMUSG00000093674,1,Rpl41
ENSMUSG00000095937,1,Gm12671
ENSMUSG00000085211,1,B430219N15Rik
ENSMUSG00000085396,1,Firre
ENSMUSG00000085442,1,Gm3362
ENSMUSG00000085939,1,Cd63-ps
ENSMUSG00000090516,1,Rps11-ps1
ENSMUSG00000091345,1,Col6a5
ENSMUSG00000099083,1,Atf7
ENSMUSG00000094777,1,H2ac24
ENSMUSG00000094989,1,Rpl9-ps4
ENSMUSG00000095042,1,Gm12537
ENSMUSG00000095298,1,Gm12407
ENSMUSG00000095419,1,Gm14328
ENSMUSG00000095526,1,Gm10243
ENSMUSG00000095597,1,Rps7-ps3
ENSMUSG00000095742,1,NA
ENSMUSG00000092837,1,Rpph1
ENSMUSG00000093885,1,Rpl35a-ps5
ENSMUSG00000025225,1,Nfkb2
ENSMUSG00000025485,1,Ric8a
ENSMUSG00000025498,1,Irf7
ENSMUSG00000025533,1,Asl
ENSMUSG00000025534,1,Gusb
ENSMUSG00000025538,1,Sumf2
ENSMUSG00000025545,1,Clybl
ENSMUSG00000025340,1,Rabgef1
ENSMUSG00000025278,1,Flnb
ENSMUSG00000025277,1,Abhd6
ENSMUSG00000025271,1,Pfkfb1
ENSMUSG00000025159,1,Mms19
ENSMUSG00000025169,1,Ogfod3
ENSMUSG00000025184,1,R3hcc1l
ENSMUSG00000025188,1,Hps1
ENSMUSG00000025198,1,Erlin1
ENSMUSG00000025224,1,Gbf1
ENSMUSG00000025497,1,Cdhr5
ENSMUSG00000024193,1,Phf1
ENSMUSG00000094122,1,Rpl31-ps9
ENSMUSG00000025474,1,Tubgcp2
ENSMUSG00000094320,1,Chchd2-ps
ENSMUSG00000094410,1,Zbed6
ENSMUSG00000094446,1,Gm6344
ENSMUSG00000094497,1,Gm8210
ENSMUSG00000038014,1,Fam120a
ENSMUSG00000037989,1,Wnk2
ENSMUSG00000019917,1,Septin10
ENSMUSG00000025451,1,Paip1
ENSMUSG00000025366,1,Esyt1
ENSMUSG00000025372,1,Baiap2
ENSMUSG00000025377,1,Tepsin
ENSMUSG00000025395,1,Prim1
ENSMUSG00000025423,1,Pias2
ENSMUSG00000025436,1,Atp23
ENSMUSG00000025437,1,Usp33
ENSMUSG00000024253,1,Dync2li1
ENSMUSG00000024273,1,2700062C07Rik
ENSMUSG00000084830,1,Gm14539
ENSMUSG00000028187,1,Rpf1
ENSMUSG00000028218,1,Cibar1
ENSMUSG00000028224,1,Nbn
ENSMUSG00000028252,1,Ccnc
ENSMUSG00000028256,1,Odf2l
ENSMUSG00000028268,1,Gbp3
ENSMUSG00000028086,1,Fbxw7
ENSMUSG00000028069,1,Gpatch4
ENSMUSG00000027901,1,Dennd2d
ENSMUSG00000028064,1,Sema4a
ENSMUSG00000027932,1,Slc27a3
ENSMUSG00000027933,1,Ints3
ENSMUSG00000027953,1,Slc50a1
ENSMUSG00000027963,1,Extl2
ENSMUSG00000027997,1,Casp6
ENSMUSG00000027998,1,Plrg1
ENSMUSG00000028207,1,Asph
ENSMUSG00000028184,1,Adgrl2
ENSMUSG00000028010,1,Gar1
ENSMUSG00000028164,1,Manba
ENSMUSG00000027429,1,Sec23b
ENSMUSG00000027433,1,Xrn2
ENSMUSG00000027487,1,Cdk5rap1
ENSMUSG00000027522,1,Stx16
ENSMUSG00000027531,1,Impa1
ENSMUSG00000027860,1,Vangl1
ENSMUSG00000027889,1,Ampd2
ENSMUSG00000027244,1,Atg13
ENSMUSG00000028073,1,Pear1
ENSMUSG00000028107,1,Tars2
ENSMUSG00000028111,1,Ctsk
ENSMUSG00000028124,1,Gclm
ENSMUSG00000028139,1,Riiad1
ENSMUSG00000028145,1,Them4
ENSMUSG00000028161,1,Ppp3ca
ENSMUSG00000028005,1,Gucy1b1
ENSMUSG00000028015,1,Ctso
ENSMUSG00000027397,1,Slc20a1
ENSMUSG00000026781,1,Acbd5
ENSMUSG00000026786,1,Apbb1ip
ENSMUSG00000026798,1,Coq4
ENSMUSG00000026799,1,Med27
ENSMUSG00000026811,1,St6galnac6
ENSMUSG00000026816,1,Gtf3c5
ENSMUSG00000026589,1,Sec16b
ENSMUSG00000026575,1,Nme7
ENSMUSG00000026837,1,Col5a1
ENSMUSG00000026548,1,Slamf9
ENSMUSG00000026360,1,Rgs2
ENSMUSG00000026361,1,Cdc73
ENSMUSG00000026365,1,Cfh
ENSMUSG00000026395,1,Ptprc
ENSMUSG00000026425,1,Srgap2
ENSMUSG00000026427,1,Eif2d
ENSMUSG00000026784,1,Pdss1
ENSMUSG00000026767,1,Mindy3
ENSMUSG00000028024,1,Enpep
ENSMUSG00000026712,1,Mrc1
ENSMUSG00000028032,1,Papss1
ENSMUSG00000028041,1,Adam15
ENSMUSG00000028042,1,Zbtb7b
ENSMUSG00000028047,1,Thbs3
ENSMUSG00000028063,1,Lmna
ENSMUSG00000027274,1,Mkks
ENSMUSG00000027239,1,Mdk
ENSMUSG00000026335,1,Pam
ENSMUSG00000026585,1,Kifap3
ENSMUSG00000026618,1,Iars2
ENSMUSG00000026634,1,Angel2
ENSMUSG00000026649,1,Cfap126
ENSMUSG00000026662,1,Sephs1
ENSMUSG00000026670,1,Uap1
ENSMUSG00000026709,1,Dars2
ENSMUSG00000027411,1,Vps16
ENSMUSG00000027384,1,Ndufaf5
ENSMUSG00000024290,1,Rock1
ENSMUSG00000024978,1,Gpam
ENSMUSG00000025006,1,Sorbs1
ENSMUSG00000025024,1,Smndc1
ENSMUSG00000025034,1,Trim8
ENSMUSG00000025037,1,Maoa
ENSMUSG00000025041,1,Nt5c2
ENSMUSG00000024924,1,Vldlr
ENSMUSG00000024889,1,Rce1
ENSMUSG00000024663,1,Rab3il1
ENSMUSG00000024858,1,Grk2
ENSMUSG00000024665,1,Fads2
ENSMUSG00000024678,1,Ms4a4d
ENSMUSG00000024713,1,Pcsk5
ENSMUSG00000024735,1,Prpf19
ENSMUSG00000024740,1,Ddb1
ENSMUSG00000024766,1,Lipo3
ENSMUSG00000024981,1,Acsl5
ENSMUSG00000024970,1,Spindoc
ENSMUSG00000024773,1,Atg2a
ENSMUSG00000024969,1,Mark2
ENSMUSG00000024302,1,Dtna
ENSMUSG00000024339,1,Tap2
ENSMUSG00000024346,1,Pfdn1
ENSMUSG00000024349,1,Sting1
ENSMUSG00000024352,1,Spata24
ENSMUSG00000024592,1,C330018D20Rik
ENSMUSG00000024644,1,Cndp2
ENSMUSG00000025133,1,Ints4
ENSMUSG00000024914,1,Drap1
ENSMUSG00000024937,1,Ehbp1l1
ENSMUSG00000024941,1,Scyl1
ENSMUSG00000024943,1,Smc5
ENSMUSG00000024947,1,Men1
ENSMUSG00000024948,1,Map4k2
ENSMUSG00000024965,1,Fermt3
ENSMUSG00000024767,1,Otub1
ENSMUSG00000024777,1,Ppp2r5b
ENSMUSG00000027367,1,Stard7
ENSMUSG00000027716,1,Trpc3
ENSMUSG00000027746,1,Ufm1
ENSMUSG00000027751,1,Supt20
ENSMUSG00000027774,1,Gfm1
ENSMUSG00000027775,1,Mfsd1
ENSMUSG00000027823,1,Gmps
ENSMUSG00000027574,1,Nkain4
ENSMUSG00000027552,1,E2f5
ENSMUSG00000027881,1,Prpf38b
ENSMUSG00000027550,1,Lrrcc1
ENSMUSG00000027276,1,Jag1
ENSMUSG00000027304,1,Rtf1
ENSMUSG00000027314,1,Dll4
ENSMUSG00000027318,1,Adam33
ENSMUSG00000027341,1,Tmem230
ENSMUSG00000027349,1,Fam98b
ENSMUSG00000027742,1,Cog6
ENSMUSG00000027680,1,Fxr1
ENSMUSG00000024780,1,Cdc37l1
ENSMUSG00000027678,1,Ncoa3
ENSMUSG00000024789,1,Jak2
ENSMUSG00000024807,1,Syvn1
ENSMUSG00000024811,1,Tnks2
ENSMUSG00000024830,1,Rps6kb2
ENSMUSG00000024831,1,Ighmbp2
ENSMUSG00000026277,1,Stk25
ENSMUSG00000026307,1,Scly
ENSMUSG00000026317,1,Cln8
ENSMUSG00000027569,1,Mrgbp
ENSMUSG00000027597,1,Ahcy
ENSMUSG00000027605,1,Acss2
ENSMUSG00000027628,1,Aar2
ENSMUSG00000027650,1,Tti1
ENSMUSG00000027667,1,Zfp639
ENSMUSG00000027668,1,Mfn1
ENSMUSG00000085172,1,Gm6542
ENSMUSG00000084817,1,Gm5526
X:168094000,1,NA
ENSMUSG00000083626,1,Gm4459
ENSMUSG00000083705,1,Gm8624
ENSMUSG00000083716,1,Gm13436
ENSMUSG00000083734,1,Gm16209
ENSMUSG00000083773,1,Gm13394
ENSMUSG00000083326,1,Rpl38-ps1
ENSMUSG00000083022,1,Rps15a-ps6
ENSMUSG00000081214,1,Rpl35a-ps2
ENSMUSG00000082820,1,Gm13803
ENSMUSG00000081344,1,Gm14303
ENSMUSG00000081400,1,Gm13680
ENSMUSG00000081406,1,Rps6-ps4
ENSMUSG00000081604,1,Gm11518
ENSMUSG00000081740,1,Gm14279
ENSMUSG00000081769,1,Gm12216
ENSMUSG00000081810,1,Gm11878
ENSMUSG00000083669,1,Mif-ps4
ENSMUSG00000083621,1,Gm14586
ENSMUSG00000081855,1,Rpl17-ps5
ENSMUSG00000083596,1,Rpl21-ps15
ENSMUSG00000078812,1,Eif5a
ENSMUSG00000078867,1,Gm14418
ENSMUSG00000078877,1,Gm14295
ENSMUSG00000078915,1,Hsp25-ps1
ENSMUSG00000081049,1,Rps24-ps3
ENSMUSG00000081051,1,Gm15427
ENSMUSG00000081094,1,Rpl19-ps11
ENSMUSG00000083061,1,Gm12191
ENSMUSG00000083327,1,Vcp-rs
ENSMUSG00000083364,1,Llph-ps2
ENSMUSG00000083380,1,Ndufb4c
ENSMUSG00000083396,1,Gm15542
ENSMUSG00000083411,1,Rpl30-ps10
ENSMUSG00000083424,1,Rpl35a-ps4
ENSMUSG00000083567,1,Gm11451
ENSMUSG00000081824,1,Ndufs5-ps
ENSMUSG00000081865,1,Gm15484
ENSMUSG00000078676,1,Casc3
ENSMUSG00000071604,1,Entrep1
ENSMUSG00000071647,1,Eml3
ENSMUSG00000071650,1,Ganab
ENSMUSG00000071713,1,Csf2rb
ENSMUSG00000071757,1,Zhx2
ENSMUSG00000070780,1,Rbm47
ENSMUSG00000070713,1,Hmgn2-ps
ENSMUSG00000072640,1,Lyrm9
ENSMUSG00000070572,1,Trmt112-ps2
ENSMUSG00000069188,1,Gm13192
ENSMUSG00000069682,1,Gm10275
ENSMUSG00000069862,1,Rps12-ps9
ENSMUSG00000069899,1,Gm12166
ENSMUSG00000069972,1,Rps13-ps2
ENSMUSG00000070002,1,Ell
ENSMUSG00000070003,1,Ssbp4
ENSMUSG00000071646,1,Mta2
ENSMUSG00000071532,1,Gm10335
