gene_id,novel_isoform_count,gene_name
7:66294000,1,NA
7:47810000,1,NA
7:45592000,1,NA
7:58954000,1,NA
7:55895000,1,NA
7:55880000,1,NA
7:55551000,1,NA
7:99307000,1,NA
7:99488000,1,NA
8:104953000,1,NA
7:99569000,1,NA
7:99823000,1,NA
8:10039000,1,NA
8:10041000,1,NA
8:100758000,1,NA
8:101832000,1,NA
8:103261000,1,NA
7:81246000,1,NA
7:81184000,1,NA
7:81183000,1,NA
7:61999000,1,NA
7:54061000,1,NA
7:46409000,1,NA
7:46419000,1,NA
7:46538000,1,NA
7:79378000,1,NA
7:79471000,1,NA
7:79572000,1,NA
7:79875000,1,NA
7:79998000,1,NA
7:79370000,1,NA
7:80038000,1,NA
7:80361000,1,NA
7:80541000,1,NA
7:80692000,1,NA
7:80694000,1,NA
7:80983000,1,NA
7:80996000,1,NA
7:79372000,1,NA
7:79368000,1,NA
7:66880000,1,NA
7:79385000,1,NA
7:79374000,1,NA
7:46573000,1,NA
7:79373000,1,NA
7:46704000,1,NA
7:4750000,1,NA
7:48476000,1,NA
7:51246000,1,NA
7:4898000,1,NA
7:4899000,1,NA
7:49258000,1,NA
7:49507000,1,NA
7:4995000,1,NA
7:5010000,1,NA
7:5039000,1,NA
7:65822000,1,NA
7:66878000,1,NA
7:81070000,1,NA
7:79975000,1,NA
7:99254000,1,NA
7:99127000,1,NA
7:99109000,1,NA
7:97040000,1,NA
7:97063000,1,NA
7:97065000,1,NA
7:97334000,1,NA
7:97561000,1,NA
7:97770000,1,NA
7:97863000,1,NA
7:97999000,1,NA
7:92231000,1,NA
7:90116000,1,NA
7:90100000,1,NA
7:83530000,1,NA
7:81259000,1,NA
7:81430000,1,NA
7:81441000,1,NA
7:81442000,1,NA
7:97062000,1,NA
7:96999000,1,NA
7:83291000,1,NA
7:96712000,1,NA
5:76357000,1,NA
5:76358000,1,NA
5:76360000,1,NA
5:76379000,1,NA
5:77061000,1,NA
6:92066000,1,NA
6:92226000,1,NA
6:92347000,1,NA
7:45359000,1,NA
7:92292000,1,NA
7:92293000,1,NA
7:92574000,1,NA
7:96557000,1,NA
7:96558000,1,NA
7:96560000,1,NA
7:81533000,1,NA
7:83406000,1,NA
7:98986000,1,NA
8:106008000,1,NA
8:106209000,1,NA
8:105144000,1,NA
8:106386000,1,NA
8:106408000,1,NA
8:106442000,1,NA
8:106494000,1,NA
8:106530000,1,NA
8:106583000,1,NA
8:106606000,1,NA
8:105145000,1,NA
8:105074000,1,NA
7:98535000,1,NA
7:99460000,1,NA
7:98802000,1,NA
7:98828000,1,NA
8:106029000,1,NA
8:105979000,1,NA
7:83548000,1,NA
8:105943000,1,NA
7:90096000,1,NA
7:83758000,1,NA
7:84483000,1,NA
7:87940000,1,NA
7:88140000,1,NA
7:89060000,1,NA
7:89858000,1,NA
7:90095000,1,NA
7:98147000,1,NA
7:98365000,1,NA
7:98367000,1,NA
8:106055000,1,NA
8:105210000,1,NA
8:105325000,1,NA
8:105354000,1,NA
7:72324000,1,NA
7:66883000,1,NA
7:6706000,1,NA
8:123355000,1,NA
8:106841000,1,NA
8:111707000,1,NA
8:11034000,1,NA
8:110451000,1,NA
8:110453000,1,NA
8:110587000,1,NA
8:110590000,1,NA
8:111467000,1,NA
8:111657000,1,NA
8:111863000,1,NA
8:109683000,1,NA
8:111865000,1,NA
8:111879000,1,NA
8:111881000,1,NA
8:111883000,1,NA
8:123208000,1,NA
8:23429000,1,NA
8:112038000,1,NA
8:23059000,1,NA
8:18933000,1,NA
8:13427000,1,NA
8:13617000,1,NA
8:13795000,1,NA
8:13990000,1,NA
8:14002000,1,NA
8:15049000,1,NA
8:18931000,1,NA
8:19755000,1,NA
8:23432000,1,NA
8:21121000,1,NA
8:22555000,1,NA
8:22558000,1,NA
8:22865000,1,NA
8:22866000,1,NA
8:111884000,1,NA
8:112175000,1,NA
8:23743000,1,NA
8:108100000,1,NA
8:112349000,1,NA
8:112437000,1,NA
8:123192000,1,NA
8:121381000,1,NA
8:120777000,1,NA
8:120778000,1,NA
8:120891000,1,NA
8:120926000,1,NA
8:121213000,1,NA
8:121215000,1,NA
8:121380000,1,NA
8:121483000,1,NA
8:120684000,1,NA
8:122276000,1,NA
8:122325000,1,NA
8:108105000,1,NA
8:107913000,1,NA
8:110300000,1,NA
8:107912000,1,NA
8:109430000,1,NA
8:112350000,1,NA
8:107577000,1,NA
8:106856000,1,NA
8:106891000,1,NA
8:106926000,1,NA
8:107282000,1,NA
8:107299000,1,NA
8:107396000,1,NA
8:107407000,1,NA
8:107610000,1,NA
8:108114000,1,NA
8:107740000,1,NA
8:107745000,1,NA
8:107911000,1,NA
8:13371000,1,NA
8:23939000,1,NA
7:67380000,1,NA
8:125619000,1,NA
8:125759000,1,NA
8:125760000,1,NA
8:126144000,1,NA
8:126465000,1,NA
8:12664000,1,NA
8:127230000,1,NA
8:125561000,1,NA
8:127315000,1,NA
8:127657000,1,NA
8:127673000,1,NA
8:12915000,1,NA
8:12917000,1,NA
8:129229000,1,NA
8:129231000,1,NA
8:125563000,1,NA
8:125635000,1,NA
8:127093000,1,NA
8:13127000,1,NA
8:106736000,1,NA
7:67882000,1,NA
7:67883000,1,NA
7:70001000,1,NA
7:70010000,1,NA
7:73075000,1,NA
7:79098000,1,NA
7:73076000,1,NA
7:73425000,1,NA
7:75404000,1,NA
7:75418000,1,NA
7:75523000,1,NA
7:78389000,1,NA
7:79014000,1,NA
8:106658000,1,NA
8:106696000,1,NA
8:125464000,1,NA
8:124127000,1,NA
8:27529000,1,NA
8:123351000,1,NA
8:25530000,1,NA
8:25644000,1,NA
8:25646000,1,NA
8:25647000,1,NA
8:25944000,1,NA
8:26073000,1,NA
8:26167000,1,NA
8:26215000,1,NA
8:23937000,1,NA
8:26254000,1,NA
8:26471000,1,NA
8:26511000,1,NA
8:26632000,1,NA
8:27470000,1,NA
8:27528000,1,NA
8:26214000,1,NA
8:13305000,1,NA
8:123356000,1,NA
8:13070000,1,NA
8:123585000,1,NA
8:123620000,1,NA
8:123623000,1,NA
8:123769000,1,NA
8:123770000,1,NA
8:123771000,1,NA
8:124128000,1,NA
8:124914000,1,NA
8:124129000,1,NA
8:124188000,1,NA
8:124230000,1,NA
8:124626000,1,NA
8:124679000,1,NA
8:124723000,1,NA
8:124774000,1,NA
5:76093000,1,NA
5:75816000,1,NA
5:77434000,1,NA
5:137090000,1,NA
5:137220000,1,NA
5:137312000,1,NA
5:137372000,1,NA
5:137525000,1,NA
5:137526000,1,NA
5:137641000,1,NA
5:138983000,1,NA
5:138132000,1,NA
5:138178000,1,NA
5:138192000,1,NA
5:138361000,1,NA
5:138646000,1,NA
5:138740000,1,NA
5:138962000,1,NA
5:143407000,1,NA
5:137134000,1,NA
5:137613000,1,NA
5:22089000,1,NA
5:143550000,1,NA
5:140606000,1,NA
5:140704000,1,NA
5:140744000,1,NA
5:142447000,1,NA
5:142655000,1,NA
5:139379000,1,NA
5:142710000,1,NA
5:142976000,1,NA
5:142990000,1,NA
5:143085000,1,NA
5:143109000,1,NA
5:143157000,1,NA
5:143236000,1,NA
5:139380000,1,NA
5:139345000,1,NA
5:143695000,1,NA
5:16577000,1,NA
5:139787000,1,NA
5:144124000,1,NA
5:144131000,1,NA
5:144178000,1,NA
5:144813000,1,NA
5:145066000,1,NA
5:145084000,1,NA
5:145183000,1,NA
5:145228000,1,NA
5:146238000,1,NA
5:148265000,1,NA
5:146783000,1,NA
5:146953000,1,NA
5:146954000,1,NA
5:147484000,1,NA
5:147499000,1,NA
5:147571000,1,NA
5:146197000,1,NA
5:148808000,1,NA
5:149151000,1,NA
5:148988000,1,NA
5:149683000,1,NA
5:149685000,1,NA
5:150960000,1,NA
5:151070000,1,NA
5:16472000,1,NA
5:16551000,1,NA
5:16827000,1,NA
5:148921000,1,NA
5:16934000,1,NA
5:17934000,1,NA
5:17988000,1,NA
5:20963000,1,NA
5:21098000,1,NA
5:21157000,1,NA
5:21583000,1,NA
5:140326000,1,NA
5:139456000,1,NA
5:41945000,1,NA
5:24165000,1,NA
5:24322000,1,NA
5:24462000,1,NA
5:25476000,1,NA
5:24524000,1,NA
5:24656000,1,NA
5:24799000,1,NA
5:24914000,1,NA
5:24915000,1,NA
5:25306000,1,NA
5:25307000,1,NA
5:32578000,1,NA
5:32844000,1,NA
5:32947000,1,NA
5:36904000,1,NA
5:36042000,1,NA
5:24166000,1,NA
5:24025000,1,NA
5:36174000,1,NA
5:23945000,1,NA
5:30814000,1,NA
5:30815000,1,NA
5:30816000,1,NA
5:31067000,1,NA
5:31112000,1,NA
5:31428000,1,NA
5:31671000,1,NA
5:32314000,1,NA
5:32315000,1,NA
5:26563000,1,NA
5:25734000,1,NA
5:25537000,1,NA
5:24365000,1,NA
5:23708000,1,NA
5:23711000,1,NA
5:36159000,1,NA
5:3620000,1,NA
5:142652000,1,NA
5:34055000,1,NA
5:34164000,1,NA
5:34331000,1,NA
5:34332000,1,NA
5:34653000,1,NA
5:35813000,1,NA
5:35066000,1,NA
5:35069000,1,NA
5:35190000,1,NA
5:35237000,1,NA
5:35248000,1,NA
5:35249000,1,NA
5:35770000,1,NA
5:23706000,1,NA
5:22928000,1,NA
5:22676000,1,NA
5:34160000,1,NA
5:34034000,1,NA
5:36647000,1,NA
5:33894000,1,NA
5:36757000,1,NA
5:3689000,1,NA
5:3693000,1,NA
5:36028000,1,NA
5:3697000,1,NA
5:37123000,1,NA
5:3739000,1,NA
5:37977000,1,NA
5:3940000,1,NA
5:40485000,1,NA
5:40487000,1,NA
5:36041000,1,NA
5:35855000,1,NA
5:33576000,1,NA
5:34546000,1,NA
5:147815000,1,NA
5:43446000,1,NA
5:75166000,1,NA
5:66173000,1,NA
5:67447000,1,NA
5:67775000,1,NA
5:64508000,1,NA
5:62759000,1,NA
5:72313000,1,NA
5:53813000,1,NA
5:44629000,1,NA
5:4853000,1,NA
5:50117000,1,NA
5:52797000,1,NA
5:52926000,1,NA
5:53645000,1,NA
5:53682000,1,NA
5:54808000,1,NA
5:58289000,1,NA
5:66457000,1,NA
5:65766000,1,NA
5:5587000,1,NA
5:65765000,1,NA
6:113645000,1,NA
5:92259000,1,NA
5:92200000,1,NA
5:44385000,1,NA
5:65604000,1,NA
5:64990000,1,NA
5:65198000,1,NA
5:65314000,1,NA
5:65417000,1,NA
5:65419000,1,NA
5:65543000,1,NA
5:65545000,1,NA
5:65692000,1,NA
5:64066000,1,NA
5:65752000,1,NA
5:5555000,1,NA
5:56647000,1,NA
6:113607000,1,NA
5:9022000,1,NA
5:9168000,1,NA
5:91772000,1,NA
5:91774000,1,NA
5:92096000,1,NA
5:82485000,1,NA
5:77496000,1,NA
5:72670000,1,NA
5:74759000,1,NA
5:73135000,1,NA
5:73177000,1,NA
5:73699000,1,NA
5:73717000,1,NA
5:73790000,1,NA
5:73840000,1,NA
5:74359000,1,NA
5:90375000,1,NA
5:89387000,1,NA
5:56984000,1,NA
5:8117000,1,NA
5:5721000,1,NA
5:57886000,1,NA
5:58105000,1,NA
5:67776000,1,NA
5:72455000,1,NA
5:92153000,1,NA
5:88909000,1,NA
5:84271000,1,NA
5:8472000,1,NA
5:87723000,1,NA
5:8798000,1,NA
5:88703000,1,NA
5:88806000,1,NA
5:88807000,1,NA
5:8916000,1,NA
6:113644000,1,NA
6:113593000,1,NA
5:44332000,1,NA
5:97981000,1,NA
6:112546000,1,NA
5:92589000,1,NA
5:92288000,1,NA
5:92405000,1,NA
5:92431000,1,NA
5:92469000,1,NA
5:92470000,1,NA
5:92552000,1,NA
5:92560000,1,NA
5:92738000,1,NA
5:96123000,1,NA
5:92754000,1,NA
5:93112000,1,NA
5:93320000,1,NA
5:93322000,1,NA
5:97241000,1,NA
6:112452000,1,NA
5:93423000,1,NA
6:112450000,1,NA
6:108526000,1,NA
5:98032000,1,NA
6:100550000,1,NA
6:100846000,1,NA
6:101126000,1,NA
6:102913000,1,NA
6:108083000,1,NA
6:108189000,1,NA
6:108540000,1,NA
5:97413000,1,NA
6:108643000,1,NA
6:108800000,1,NA
6:108834000,1,NA
6:108838000,1,NA
6:112307000,1,NA
5:93369000,1,NA
5:95317000,1,NA
6:113459000,1,NA
6:116386000,1,NA
6:114899000,1,NA
6:113671000,1,NA
6:112596000,1,NA
6:113403000,1,NA
6:112907000,1,NA
6:113130000,1,NA
6:113257000,1,NA
6:113301000,1,NA
6:113392000,1,NA
6:113400000,1,NA
6:113402000,1,NA
6:113404000,1,NA
6:113665000,1,NA
6:113407000,1,NA
6:113447000,1,NA
6:116609000,1,NA
6:116383000,1,NA
6:112541000,1,NA
6:116150000,1,NA
6:112585000,1,NA
5:92234000,1,NA
6:115466000,1,NA
6:115210000,1,NA
6:115211000,1,NA
6:115218000,1,NA
6:115221000,1,NA
6:115222000,1,NA
6:115408000,1,NA
6:115465000,1,NA
6:115467000,1,NA
6:114842000,1,NA
6:115823000,1,NA
6:115931000,1,NA
6:116035000,1,NA
8:122607000,1,NA
8:122699000,1,NA
8:122752000,1,NA
ENSMUSG00000058818,1,Pirb
ENSMUSG00000058997,1,Vwa8
ENSMUSG00000058006,1,Mdn1
ENSMUSG00000057963,1,Itpk1
ENSMUSG00000057098,1,Ebf1
ENSMUSG00000057863,1,Rpl36
ENSMUSG00000057176,1,Ccdc189
ENSMUSG00000057229,1,Dmac2
ENSMUSG00000057342,1,Sphk2
ENSMUSG00000057363,1,Uxs1
ENSMUSG00000057375,1,Yipf1
ENSMUSG00000057406,1,Nsd2
ENSMUSG00000057421,1,Las1l
ENSMUSG00000057506,1,Bloc1s2
ENSMUSG00000057530,1,Ece1
ENSMUSG00000057531,1,Dtnbp1
ENSMUSG00000058905,1,Gm10051
ENSMUSG00000058704,1,Memo1
ENSMUSG00000057666,1,Gapdh
ENSMUSG00000058603,1,Rpl28-ps1
ENSMUSG00000055782,1,Abcd2
ENSMUSG00000056770,1,Setd3
ENSMUSG00000056952,1,Tatdn2
ENSMUSG00000057036,1,Gm7536
ENSMUSG00000057969,1,Sema3b
ENSMUSG00000058056,1,Palld
ENSMUSG00000058135,1,Gstm1
ENSMUSG00000058240,1,Cryzl1
ENSMUSG00000058317,1,Ube2e2
ENSMUSG00000058388,1,Phtf1
ENSMUSG00000058443,1,Rpl10-ps3
ENSMUSG00000058444,1,Map2k5
ENSMUSG00000058503,1,Fam133b
ENSMUSG00000058542,1,Gm15590
ENSMUSG00000058594,1,Fbh1
ENSMUSG00000057657,1,Rps18-ps3
ENSMUSG00000057738,1,Sptan1
ENSMUSG00000055632,1,Hmcn2
ENSMUSG00000051518,1,Rps19bp1
ENSMUSG00000051695,1,Pcbp1
ENSMUSG00000050017,1,Pitpnb
ENSMUSG00000049882,1,Vcpkmt
ENSMUSG00000051864,1,Tbc1d22a
ENSMUSG00000049811,1,Fam161a
ENSMUSG00000048612,1,Myof
ENSMUSG00000048787,1,Dcun1d3
ENSMUSG00000048930,1,Tada3
ENSMUSG00000049047,1,Armcx3
ENSMUSG00000049091,1,Sephs2
ENSMUSG00000049124,1,Gm8186
ENSMUSG00000049295,1,Zfp219
ENSMUSG00000049303,1,Syt12
ENSMUSG00000049382,1,Krt8
ENSMUSG00000049482,1,Ctu2
ENSMUSG00000051639,1,Fbl-ps2
ENSMUSG00000051314,1,Ffar2
ENSMUSG00000057762,1,Gm6169
ENSMUSG00000051255,1,Gm6563
ENSMUSG00000057858,1,Fam204a
ENSMUSG00000054484,1,Tmem62
ENSMUSG00000054452,1,Tle5
ENSMUSG00000054364,1,Rhob
ENSMUSG00000049932,1,H2ax
ENSMUSG00000050079,1,Rspry1
ENSMUSG00000050222,1,Il17d
ENSMUSG00000050244,1,Heatr1
ENSMUSG00000050271,1,Prag1
ENSMUSG00000050299,1,Gm9843
ENSMUSG00000050621,1,Rps27rt
ENSMUSG00000050668,1,Gpatch11
ENSMUSG00000050721,1,Plekho2
ENSMUSG00000050812,1,Ecpas
ENSMUSG00000051074,1,4930579K19Rik
ENSMUSG00000055653,1,Gpc3
ENSMUSG00000055553,1,Kxd1
ENSMUSG00000049588,1,Ccdc69
7:25081000,1,NA
7:18981000,1,NA
7:16452000,1,NA
7:16649000,1,NA
7:16520000,1,NA
7:16524000,1,NA
7:16543000,1,NA
7:16574000,1,NA
7:16604000,1,NA
7:16620000,1,NA
7:16644000,1,NA
7:16764000,1,NA
7:18980000,1,NA
7:18584000,1,NA
7:18692000,1,NA
7:18705000,1,NA
7:19159000,1,NA
7:25079000,1,NA
7:18871000,1,NA
7:25064000,1,NA
7:25085000,1,NA
7:24675000,1,NA
7:19239000,1,NA
7:19242000,1,NA
7:19298000,1,NA
7:19637000,1,NA
7:19667000,1,NA
7:23058000,1,NA
7:24237000,1,NA
7:24709000,1,NA
7:19090000,1,NA
7:24781000,1,NA
7:24929000,1,NA
7:24970000,1,NA
7:24993000,1,NA
7:18809000,1,NA
7:18873000,1,NA
ENSMUSG00000055491,1,Pprc1
ENSMUSG00000056666,1,Retsat
ENSMUSG00000056763,1,Cspp1
ENSMUSG00000056050,1,Mia3
ENSMUSG00000055917,1,Zfp277
ENSMUSG00000055817,1,Mta3
ENSMUSG00000055805,1,Fmnl1
ENSMUSG00000054556,1,Gm4876
ENSMUSG00000054662,1,Ano9
ENSMUSG00000054733,1,Msra
ENSMUSG00000055053,1,Nfic
ENSMUSG00000055065,1,Ddx17
ENSMUSG00000055093,1,Rps27a-ps3
ENSMUSG00000055254,1,Ntrk2
ENSMUSG00000055371,1,Stam2
ENSMUSG00000055413,1,H2-Q5
ENSMUSG00000055447,1,Cd47
ENSMUSG00000056671,1,Prelid2
ENSMUSG00000056648,1,Hoxb8
7:18874000,1,NA
ENSMUSG00000056602,1,Fry
ENSMUSG00000019899,1,Lama2
ENSMUSG00000022177,1,Haus4
ENSMUSG00000019907,1,Ppp1r12a
ENSMUSG00000056413,1,Adap1
ENSMUSG00000056069,1,Otulinl
ENSMUSG00000056167,1,Cnot10
ENSMUSG00000056185,1,Snx32
ENSMUSG00000056228,1,Cars2
ENSMUSG00000056268,1,Dennd1b
ENSMUSG00000056305,1,Usp39
ENSMUSG00000056412,1,Psenen-ps
ENSMUSG00000056427,1,Slit3
ENSMUSG00000048440,1,Cyp4f16
ENSMUSG00000056486,1,Chn1
ENSMUSG00000056492,1,Adgrf5
ENSMUSG00000049488,1,Tmem67
ENSMUSG00000049659,1,Aftph
7:16171000,1,NA
ENSMUSG00000068396,1,Rpl34-ps1
ENSMUSG00000068457,1,Uty
ENSMUSG00000067719,1,Gm10221
ENSMUSG00000067547,1,Gm7666
ENSMUSG00000066407,1,Gm10263
ENSMUSG00000067377,1,Tspan6
ENSMUSG00000066442,1,Mthfs
ENSMUSG00000066443,1,Gm10163
ENSMUSG00000066456,1,Hmgn3
ENSMUSG00000066543,1,Rpl17-ps9
ENSMUSG00000066571,1,Garre1
ENSMUSG00000066613,1,Zfp932
ENSMUSG00000066629,1,Rpl36-ps3
ENSMUSG00000066637,1,Ttc32
ENSMUSG00000066724,1,Gm10175
ENSMUSG00000066839,1,Ecsit
ENSMUSG00000068397,1,Gm10240
ENSMUSG00000068335,1,Dok1
ENSMUSG00000066902,1,Rps23-ps2
ENSMUSG00000068328,1,Aup1
ENSMUSG00000064037,1,Gpn1
ENSMUSG00000066306,1,Numa1
ENSMUSG00000066362,1,Rps13-ps1
ENSMUSG00000063445,1,Nmral1
ENSMUSG00000067575,1,Rpl35a-ps3
ENSMUSG00000067736,1,Gm10222
ENSMUSG00000067870,1,Rpl31-ps8
ENSMUSG00000067924,1,Rtl8b
ENSMUSG00000067925,1,Rtl8a
ENSMUSG00000068040,1,Tm9sf4
ENSMUSG00000068120,1,Gm10231
ENSMUSG00000068240,1,Gm11808
ENSMUSG00000068243,1,Gm7079
ENSMUSG00000068245,1,Phf11d
ENSMUSG00000068250,1,Amn1
ENSMUSG00000066900,1,Suds3
ENSMUSG00000067038,1,Rps12-ps3
ENSMUSG00000063884,1,Ptcd3
ENSMUSG00000061032,1,Rrp1
ENSMUSG00000061104,1,Sap18b
ENSMUSG00000060279,1,Ap2a1
ENSMUSG00000060152,1,Pop5
ENSMUSG00000061167,1,Rpl15-ps3
ENSMUSG00000060143,1,Gm10076
ENSMUSG00000059183,1,Mtfmt
ENSMUSG00000059195,1,Gm12715
ENSMUSG00000059278,1,Naa38
ENSMUSG00000059291,1,Rpl11
ENSMUSG00000059316,1,Slc27a4
ENSMUSG00000059461,1,Gm7331
ENSMUSG00000059495,1,Arhgef12
ENSMUSG00000059540,1,Tcea2
ENSMUSG00000059552,1,Trp53
ENSMUSG00000059775,1,Rps26-ps1
ENSMUSG00000061086,1,Myl4
ENSMUSG00000061028,1,Clasrp
ENSMUSG00000067058,1,Rps15a-ps5
ENSMUSG00000060981,1,H4c8
ENSMUSG00000067344,1,Rps25-ps1
ENSMUSG00000063511,1,Snrnp70
ENSMUSG00000063412,1,Gm10131
ENSMUSG00000059159,1,Gm8129
ENSMUSG00000060261,1,Gtf2i
ENSMUSG00000060419,1,Rps16-ps2
ENSMUSG00000060450,1,Rnf14
ENSMUSG00000060467,1,Gm10080
ENSMUSG00000060477,1,Irak2
ENSMUSG00000060579,1,Fhit
ENSMUSG00000060586,1,H2-Eb1
ENSMUSG00000060600,1,Eno3
ENSMUSG00000060639,1,H4c9
ENSMUSG00000060679,1,Mrps9
ENSMUSG00000060923,1,Acyp2
ENSMUSG00000063904,1,Dpp3
ENSMUSG00000063870,1,Chd4
ENSMUSG00000049739,1,Zfp646
ENSMUSG00000054199,1,Gon4l
ENSMUSG00000054204,1,Alkal2
ENSMUSG00000053182,1,Cd200l1
ENSMUSG00000053080,1,Zfta
ENSMUSG00000052031,1,Tagap1
ENSMUSG00000052934,1,Fbxo31
ENSMUSG00000052102,1,Gnpda1
ENSMUSG00000052144,1,Ppp4r2
ENSMUSG00000052160,1,Pld4
ENSMUSG00000052192,1,Gm5963
ENSMUSG00000052248,1,Zeb2os
ENSMUSG00000052296,1,Ppp6r1
ENSMUSG00000052299,1,Ltn1
ENSMUSG00000052395,1,Rft1
ENSMUSG00000052397,1,Ezr
ENSMUSG00000052533,1,Nup188
ENSMUSG00000054203,1,Ifi205
ENSMUSG00000054000,1,Tusc1
ENSMUSG00000052698,1,Tln2
ENSMUSG00000053838,1,Nudcd3
ENSMUSG00000049755,1,Zfp672
ENSMUSG00000051768,1,Xrcc1
ENSMUSG00000051978,1,Erich1
ENSMUSG00000054237,1,Fra10ac1
ENSMUSG00000053158,1,Fes
ENSMUSG00000053279,1,Aldh1a1
ENSMUSG00000053286,1,Trmt1l
ENSMUSG00000053436,1,Mapk14
ENSMUSG00000053470,1,Kdm3a
ENSMUSG00000053477,1,Tcf4
ENSMUSG00000053483,1,Usp21
ENSMUSG00000053560,1,Ier2
ENSMUSG00000053641,1,Dennd4a
ENSMUSG00000053754,1,Chd8
ENSMUSG00000053799,1,Exoc6
ENSMUSG00000052593,1,Adam17
ENSMUSG00000052752,1,Traf7
ENSMUSG00000063849,1,Ppcdc
ENSMUSG00000066232,1,Ipo7
ENSMUSG00000066270,1,Gm10157
ENSMUSG00000064202,1,Spata6l
ENSMUSG00000064179,1,Tnnt1
ENSMUSG00000066357,1,Wdr6
ENSMUSG00000064120,1,Mocs1
ENSMUSG00000063556,1,Gm10132
ENSMUSG00000063558,1,Aox1
ENSMUSG00000063611,1,Gm10134
ENSMUSG00000063628,1,Gm7665
ENSMUSG00000063684,1,Hadhb-ps
ENSMUSG00000063696,1,Gm8730
ENSMUSG00000063704,1,Mapk15
ENSMUSG00000063785,1,Utp14a
ENSMUSG00000063800,1,Prpf38a
ENSMUSG00000063802,1,Hspbp1
ENSMUSG00000066258,1,Trim12a
ENSMUSG00000066151,1,Fkbp15
ENSMUSG00000052798,1,Nup107
ENSMUSG00000066068,1,Gm13611
ENSMUSG00000052825,1,Gm9892
ENSMUSG00000059005,1,Hnrnpa3
ENSMUSG00000059013,1,Sh2d3c
ENSMUSG00000059064,1,Gm10059
ENSMUSG00000064193,1,Gm4735
ENSMUSG00000064215,1,Ifi27
ENSMUSG00000064220,1,H2ac18
ENSMUSG00000064289,1,Tank
ENSMUSG00000064317,1,Gm10146
ENSMUSG00000064339,1,mt-Rnr2
ENSMUSG00000064341,1,mt-Nd1
ENSMUSG00000064357,1,mt-Atp6
ENSMUSG00000064358,1,mt-Co3
ENSMUSG00000066036,1,Ubr4
ENSMUSG00000066037,1,Hnrnpr
7:16230000,1,NA
7:14151000,1,NA
8:123143000,1,NA
7:127398000,1,NA
7:127403000,1,NA
7:127438000,1,NA
7:127573000,1,NA
7:127717000,1,NA
7:127870000,1,NA
7:127942000,1,NA
7:128043000,1,NA
7:118451000,1,NA
7:118084000,1,NA
7:115925000,1,NA
7:102117000,1,NA
7:100933000,1,NA
7:101060000,1,NA
7:101495000,1,NA
7:101668000,1,NA
7:128295000,1,NA
7:12737000,1,NA
7:101768000,1,NA
7:127368000,1,NA
7:132484000,1,NA
7:132587000,1,NA
7:133484000,1,NA
7:134263000,1,NA
7:134775000,1,NA
7:135285000,1,NA
7:129764000,1,NA
7:128298000,1,NA
7:126971000,1,NA
7:127374000,1,NA
7:127064000,1,NA
7:127159000,1,NA
7:127160000,1,NA
7:127206000,1,NA
7:127316000,1,NA
7:101732000,1,NA
7:101887000,1,NA
7:128385000,1,NA
6:97086000,1,NA
6:97263000,1,NA
7:100489000,1,NA
6:97264000,1,NA
6:98902000,1,NA
6:98904000,1,NA
6:99602000,1,NA
7:100119000,1,NA
7:100289000,1,NA
7:100293000,1,NA
7:104119000,1,NA
7:104903000,1,NA
7:115631000,1,NA
7:113170000,1,NA
7:111953000,1,NA
7:112047000,1,NA
6:97130000,1,NA
6:95020000,1,NA
7:102207000,1,NA
6:94581000,1,NA
7:100586000,1,NA
7:102326000,1,NA
7:102360000,1,NA
7:103475000,1,NA
7:103911000,1,NA
7:103913000,1,NA
7:103987000,1,NA
7:104058000,1,NA
7:100917000,1,NA
7:100521000,1,NA
7:104598000,1,NA
6:97131000,1,NA
6:93436000,1,NA
6:93652000,1,NA
6:93655000,1,NA
7:132314000,1,NA
7:132313000,1,NA
7:112190000,1,NA
8:118518000,1,NA
8:120074000,1,NA
8:120288000,1,NA
7:45474000,1,NA
7:45120000,1,NA
6:92749000,1,NA
7:45101000,1,NA
7:125472000,1,NA
7:125700000,1,NA
7:12583000,1,NA
7:12584000,1,NA
7:125893000,1,NA
7:125896000,1,NA
7:125999000,1,NA
7:126027000,1,NA
7:126090000,1,NA
8:11883000,1,NA
8:118188000,1,NA
7:126243000,1,NA
8:118187000,1,NA
8:123171000,1,NA
8:120705000,1,NA
8:120617000,1,NA
8:112589000,1,NA
8:117983000,1,NA
8:112746000,1,NA
8:116409000,1,NA
8:116431000,1,NA
8:116434000,1,NA
8:117295000,1,NA
8:11733000,1,NA
8:117686000,1,NA
8:118037000,1,NA
8:120328000,1,NA
8:118186000,1,NA
7:126242000,1,NA
7:126293000,1,NA
7:131913000,1,NA
7:120603000,1,NA
7:121681000,1,NA
7:121714000,1,NA
7:122569000,1,NA
7:122792000,1,NA
7:122793000,1,NA
7:126621000,1,NA
7:126836000,1,NA
7:126885000,1,NA
7:132307000,1,NA
7:129993000,1,NA
7:130281000,1,NA
7:131046000,1,NA
7:131051000,1,NA
7:131837000,1,NA
7:131909000,1,NA
7:121677000,1,NA
7:122794000,1,NA
7:126392000,1,NA
7:120556000,1,NA
7:126450000,1,NA
7:126464000,1,NA
7:126468000,1,NA
7:126590000,1,NA
7:12538000,1,NA
7:125240000,1,NA
7:125176000,1,NA
7:120506000,1,NA
7:118571000,1,NA
7:119314000,1,NA
7:119383000,1,NA
7:119452000,1,NA
7:119455000,1,NA
7:120258000,1,NA
7:120332000,1,NA
