ids	SRR33470049_nocondition_nobatch
ENSMUST00000020657_ENSMUSG00000020390	7.0
ENSMUST00000020687_ENSMUSG00000020415	14.0
ENSMUST00000020699_ENSMUSG00000020424	20.0
ENSMUST00000020717_ENSMUSG00000020440	57.0
ENSMUST00000020741_ENSMUSG00000020457	20.0
ENSMUST00000020754_ENSMUSG00000020462	14.0
ENSMUST00000020759_ENSMUSG00000020467	63.0
ENSMUST00000020775_ENSMUSG00000020483	26.0
ENSMUST00000020820_ENSMUSG00000020514	12.0
ENSMUST00000020822_ENSMUSG00000020515	15.0
ENSMUST00000020826_ENSMUSG00000020519	33.0
ENSMUST00000020827_ENSMUSG00000020521	12.0
ENSMUST00000020831_ENSMUSG00000020523	5.0
ENSMUST00000020849_ENSMUSG00000020541	5.0
ENSMUST00000020851_ENSMUSG00000020544	6.0
ENSMUST00000020877_ENSMUSG00000020561	3.0
ENSMUST00000020878_ENSMUSG00000020562	3.0
ENSMUST00000020885_ENSMUSG00000020570	45.0
ENSMUST00000020896_ENSMUSG00000020577	15.0
ENSMUST00000020909_ENSMUSG00000020585	201.0
ENSMUST00000020947_ENSMUSG00000020621	11.0
ENSMUST00000020974_ENSMUSG00000020644	5.0
ENSMUST00000020979_ENSMUSG00000020650	7.0
ENSMUST00000021001_ENSMUSG00000020671	21.0
ENSMUST00000021049_ENSMUSG00000020708	86.0
ENSMUST00000021062_ENSMUSG00000020719	55.0
ENSMUST00000021063_ENSMUSG00000020720	15.0
ENSMUST00000021082_ENSMUSG00000020736	23.0
ENSMUST00000021085_ENSMUSG00000020739	6.0
ENSMUST00000021087_ENSMUSG00000020743	7.0
ENSMUST00000021089_ENSMUSG00000020744	25.0
ENSMUST00000021090_ENSMUSG00000059923	20.0
ENSMUST00000021091_ENSMUSG00000020745	20.0
ENSMUST00000021114_ENSMUSG00000020766	19.0
ENSMUST00000021119_ENSMUSG00000020774	15.0
ENSMUST00000021133_ENSMUSG00000020780	12.0
ENSMUST00000021148_ENSMUSG00000020794	14.0
ENSMUST00000021158_ENSMUSG00000020803	95.0
ENSMUST00000021166_ENSMUSG00000020810	154.0
ENSMUST00000021197_ENSMUSG00000020840	28.0
ENSMUST00000021203_ENSMUSG00000020843	6.0
ENSMUST00000021207_ENSMUSG00000020846	12.0
ENSMUST00000021217_ENSMUSG00000020857	154.0
ENSMUST00000021239_ENSMUSG00000020869	45.0
ENSMUST00000021273_ENSMUSG00000020894	7.0
ENSMUST00000021285_ENSMUSG00000020903	16.0
ENSMUST00000021297_ENSMUSG00000020922	11.0
ENSMUST00000021302_ENSMUSG00000020928	5.0
ENSMUST00000021313_ENSMUSG00000020935	7.0
ENSMUST00000021314_ENSMUSG00000020936	24.0
ENSMUST00000021329_ENSMUSG00000020946	4.0
ENSMUST00000021332_ENSMUSG00000020949	20.0
ENSMUST00000021343_ENSMUSG00000020963	3.0
ENSMUST00000021346_ENSMUSG00000020963	30.0
ENSMUST00000021356_ENSMUSG00000020973	8.0
ENSMUST00000021362_ENSMUSG00000020978	11.0
ENSMUST00000021380_ENSMUSG00000020993	50.0
ENSMUST00000021381_ENSMUSG00000020994	28.0
ENSMUST00000021405_ENSMUSG00000021018	11.0
ENSMUST00000021412_ENSMUSG00000021024	62.0
ENSMUST00000021413_ENSMUSG00000021025	27.0
ENSMUST00000021425_ENSMUSG00000021037	20.0
ENSMUST00000021428_ENSMUSG00000021039	12.0
ENSMUST00000021479_ENSMUSG00000021076	22.0
ENSMUST00000021506_ENSMUSG00000021091	117.0
ENSMUST00000021512_ENSMUSG00000021094	63.0
ENSMUST00000021514_ENSMUSG00000021096	15.0
ENSMUST00000021522_ENSMUSG00000021102	91.0
ENSMUST00000021536_ENSMUSG00000021114	33.0
ENSMUST00000021552_ENSMUSG00000021127	7.0
ENSMUST00000021554_ENSMUSG00000015143	4.0
ENSMUST00000021559_ENSMUSG00000021131	14.0
ENSMUST00000021595_ENSMUSG00000021178	51.0
ENSMUST00000021603_ENSMUSG00000021186	10.0
ENSMUST00000021607_ENSMUSG00000021190	35.0
ENSMUST00000021649_ENSMUSG00000021226	27.0
ENSMUST00000021667_ENSMUSG00000021241	8.0
ENSMUST00000021668_ENSMUSG00000021242	233.0
ENSMUST00000021669_ENSMUSG00000021243	20.0
ENSMUST00000021682_ENSMUSG00000021257	4.0
ENSMUST00000021714_ENSMUSG00000021286	17.0
ENSMUST00000021719_ENSMUSG00000021290	113.0
ENSMUST00000021728_ENSMUSG00000064326	12.0
ENSMUST00000021790_ENSMUSG00000021361	52.0
ENSMUST00000021800_ENSMUSG00000021371	23.0
ENSMUST00000021810_ENSMUSG00000021379	8.0
ENSMUST00000021820_ENSMUSG00000021388	17.0
ENSMUST00000021822_ENSMUSG00000021390	50.0
ENSMUST00000021864_ENSMUSG00000021427	27.0
ENSMUST00000021880_ENSMUSG00000044258	52.0
ENSMUST00000021903_ENSMUSG00000021453	21.0
ENSMUST00000021907_ENSMUSG00000021456	5.0
ENSMUST00000021913_ENSMUSG00000021460	26.0
ENSMUST00000021930_ENSMUSG00000021474	27.0
ENSMUST00000021933_ENSMUSG00000021477	43.0
ENSMUST00000021940_ENSMUSG00000021484	50.0
ENSMUST00000021942_ENSMUSG00000021486	67.0
ENSMUST00000021958_ENSMUSG00000021496	15.0
ENSMUST00000021959_ENSMUSG00000021497	25.0
ENSMUST00000021963_ENSMUSG00000021501	10.0
ENSMUST00000021993_ENSMUSG00000021520	113.0
ENSMUST00000022009_ENSMUSG00000021537	9.0
ENSMUST00000022030_ENSMUSG00000021548	4.0
ENSMUST00000022032_ENSMUSG00000021550	17.0
ENSMUST00000022060_ENSMUSG00000021576	6.0
ENSMUST00000022062_ENSMUSG00000021577	92.0
ENSMUST00000022063_ENSMUSG00000021578	9.0
ENSMUST00000022089_ENSMUSG00000021598	16.0
ENSMUST00000022097_ENSMUSG00000021606	63.0
ENSMUST00000022102_ENSMUSG00000021610	44.0
ENSMUST00000022135_ENSMUSG00000078941	6.0
ENSMUST00000022145_ENSMUSG00000021643	26.0
ENSMUST00000022148_ENSMUSG00000021646	11.0
ENSMUST00000022153_ENSMUSG00000021650	12.0
ENSMUST00000022169_ENSMUSG00000021665	20.0
ENSMUST00000022245_ENSMUSG00000021731	11.0
ENSMUST00000022246_ENSMUSG00000021732	3.0
ENSMUST00000022256_ENSMUSG00000021737	46.0
ENSMUST00000022268_ENSMUSG00000021748	73.0
ENSMUST00000022272_ENSMUSG00000021752	16.0
ENSMUST00000022282_ENSMUSG00000021760	4.0
ENSMUST00000022286_ENSMUSG00000021764	65.0
ENSMUST00000022293_ENSMUSG00000021771	79.0
ENSMUST00000022296_ENSMUSG00000021774	20.0
ENSMUST00000022310_ENSMUSG00000021785	5.0
ENSMUST00000022317_ENSMUSG00000021792	23.0
ENSMUST00000022322_ENSMUSG00000021794	41.0
ENSMUST00000022341_ENSMUSG00000021807	43.0
ENSMUST00000022343_ENSMUSG00000021809	14.0
ENSMUST00000022345_ENSMUSG00000021811	4.0
ENSMUST00000022380_ENSMUSG00000021832	28.0
ENSMUST00000022419_ENSMUSG00000021868	5.0
ENSMUST00000022428_ENSMUSG00000021876	75.0
ENSMUST00000022429_ENSMUSG00000021877	69.0
ENSMUST00000022462_ENSMUSG00000021906	5.0
ENSMUST00000022494_ENSMUSG00000021928	24.0
ENSMUST00000022496_ENSMUSG00000021929	3.0
ENSMUST00000022517_ENSMUSG00000021947	21.0
ENSMUST00000022518_ENSMUSG00000021951	10.0
ENSMUST00000022529_ENSMUSG00000021957	229.0
ENSMUST00000022538_ENSMUSG00000021967	41.0
ENSMUST00000022563_ENSMUSG00000021987	19.0
ENSMUST00000022573_ENSMUSG00000021996	13.0
ENSMUST00000022587_ENSMUSG00000022010	66.0
ENSMUST00000022595_ENSMUSG00000022018	120.0
ENSMUST00000022609_ENSMUSG00000022031	23.0
ENSMUST00000022614_ENSMUSG00000022035	8.0
ENSMUST00000022634_ENSMUSG00000022051	6.0
ENSMUST00000022680_ENSMUSG00000022089	3.0
ENSMUST00000022704_ENSMUSG00000022108	396.0
ENSMUST00000022705_ENSMUSG00000022109	15.0
ENSMUST00000022721_ENSMUSG00000022125	10.0
ENSMUST00000022782_ENSMUSG00000022175	47.0
ENSMUST00000022791_ENSMUSG00000022184	11.0
ENSMUST00000022803_ENSMUSG00000022193	66.0
ENSMUST00000022808_ENSMUSG00000022194	63.0
ENSMUST00000022815_ENSMUSG00000022204	13.0
ENSMUST00000022816_ENSMUSG00000022205	43.0
ENSMUST00000022821_ENSMUSG00000022210	52.0
ENSMUST00000022826_ENSMUSG00000022215	5.0
ENSMUST00000022828_ENSMUSG00000022217	24.0
ENSMUST00000022842_ENSMUSG00000022234	44.0
ENSMUST00000022855_ENSMUSG00000022247	17.0
ENSMUST00000022867_ENSMUSG00000022257	58.0
ENSMUST00000022871_ENSMUSG00000022261	8.0
ENSMUST00000022906_ENSMUSG00000022297	4.0
ENSMUST00000022909_ENSMUSG00000022300	15.0
ENSMUST00000022925_ENSMUSG00000022312	48.0
ENSMUST00000022946_ENSMUSG00000022323	25.0
ENSMUST00000022960_ENSMUSG00000022336	43.0
ENSMUST00000022962_ENSMUSG00000022337	62.0
ENSMUST00000022980_ENSMUSG00000022354	245.0
ENSMUST00000022993_ENSMUSG00000022365	51.0
ENSMUST00000023036_ENSMUSG00000022400	23.0
ENSMUST00000023040_ENSMUSG00000022404	16.0
ENSMUST00000023043_ENSMUSG00000022407	11.0
ENSMUST00000023055_ENSMUSG00000022420	19.0
ENSMUST00000023061_ENSMUSG00000022426	12.0
ENSMUST00000023062_ENSMUSG00000022427	37.0
ENSMUST00000023071_ENSMUSG00000022437	26.0
ENSMUST00000023085_ENSMUSG00000022450	98.0
ENSMUST00000023086_ENSMUSG00000022452	63.0
ENSMUST00000023087_ENSMUSG00000022451	4.0
ENSMUST00000023112_ENSMUSG00000022474	31.0
ENSMUST00000023113_ENSMUSG00000022476	6.0
ENSMUST00000023116_ENSMUSG00000022477	123.0
ENSMUST00000023117_ENSMUSG00000061360	15.0
ENSMUST00000023133_ENSMUSG00000022490	56.0
ENSMUST00000023143_ENSMUSG00000022500	25.0
ENSMUST00000023150_ENSMUSG00000022507	4.0
ENSMUST00000023171_ENSMUSG00000022528	16.0
ENSMUST00000023189_ENSMUSG00000022536	44.0
ENSMUST00000023203_ENSMUSG00000022546	50.0
ENSMUST00000023210_ENSMUSG00000022551	53.0
ENSMUST00000023214_ENSMUSG00000022555	101.0
ENSMUST00000023217_ENSMUSG00000022557	3.0
ENSMUST00000023225_ENSMUSG00000022564	15.0
ENSMUST00000023243_ENSMUSG00000022579	52.0
ENSMUST00000023269_ENSMUSG00000098274	242.0
ENSMUST00000023329_ENSMUSG00000061100	328.0
ENSMUST00000023343_ENSMUSG00000022663	30.0
ENSMUST00000023391_ENSMUSG00000022706	26.0
ENSMUST00000023396_ENSMUSG00000022711	8.0
ENSMUST00000023453_ENSMUSG00000022769	6.0
ENSMUST00000023460_ENSMUSG00000022774	18.0
ENSMUST00000023489_ENSMUSG00000022800	17.0
ENSMUST00000023510_ENSMUSG00000022814	4.0
ENSMUST00000023514_ENSMUSG00000022820	13.0
ENSMUST00000023531_ENSMUSG00000022831	16.0
ENSMUST00000023570_ENSMUSG00000022863	7.0
ENSMUST00000023593_ENSMUSG00000022878	982.0
ENSMUST00000023608_ENSMUSG00000022890	137.0
ENSMUST00000023612_ENSMUSG00000022895	27.0
ENSMUST00000023629_ENSMUSG00000022912	14.0
ENSMUST00000023630_ENSMUSG00000022913	16.0
ENSMUST00000023660_ENSMUSG00000022941	3.0
ENSMUST00000023677_ENSMUSG00000022956	60.0
ENSMUST00000023686_ENSMUSG00000022964	24.0
ENSMUST00000023687_ENSMUSG00000022965	36.0
ENSMUST00000023691_ENSMUSG00000022969	19.0
ENSMUST00000023694_ENSMUSG00000022972	15.0
ENSMUST00000023707_ENSMUSG00000022982	452.0
ENSMUST00000023749_ENSMUSG00000023010	26.0
ENSMUST00000023760_ENSMUSG00000023019	342.0
ENSMUST00000023761_ENSMUSG00000023020	62.0
ENSMUST00000023774_ENSMUSG00000023030	5.0
ENSMUST00000023803_ENSMUSG00000023043	11.0
ENSMUST00000023807_ENSMUSG00000023046	51.0
ENSMUST00000023818_ENSMUSG00000023055	9.0
ENSMUST00000023826_ENSMUSG00000023064	324.0
ENSMUST00000023829_ENSMUSG00000023067	6.0
ENSMUST00000023851_ENSMUSG00000023089	125.0
ENSMUST00000023856_ENSMUSG00000023094	14.0
ENSMUST00000023867_ENSMUSG00000023104	15.0
ENSMUST00000023869_ENSMUSG00000023106	19.0
ENSMUST00000023873_ENSMUSG00000023110	9.0
ENSMUST00000023882_ENSMUSG00000023118	9.0
ENSMUST00000023934_ENSMUSG00000052305	836.0
ENSMUST00000024047_ENSMUSG00000023277	8.0
ENSMUST00000024078_ENSMUSG00000023307	56.0
ENSMUST00000024119_ENSMUSG00000023348	31.0
ENSMUST00000024338_ENSMUSG00000023571	22.0
ENSMUST00000024486_ENSMUSG00000023723	9.0
ENSMUST00000024572_ENSMUSG00000023806	10.0
ENSMUST00000024657_ENSMUSG00000023883	19.0
ENSMUST00000024698_ENSMUSG00000023905	10.0
ENSMUST00000024702_ENSMUSG00000023909	20.0
ENSMUST00000024704_ENSMUSG00000023911	7.0
ENSMUST00000024734_ENSMUSG00000023939	35.0
ENSMUST00000024739_ENSMUSG00000023944	227.0
ENSMUST00000024761_ENSMUSG00000023965	5.0
ENSMUST00000024763_ENSMUSG00000023967	17.0
ENSMUST00000024766_ENSMUSG00000023971	4.0
ENSMUST00000024860_ENSMUSG00000024065	11.0
ENSMUST00000024873_ENSMUSG00000024072	47.0
ENSMUST00000024880_ENSMUSG00000024076	8.0
ENSMUST00000024897_ENSMUSG00000024091	39.0
ENSMUST00000024932_ENSMUSG00000024121	88.0
ENSMUST00000024954_ENSMUSG00000024140	39.0
ENSMUST00000024956_ENSMUSG00000024143	16.0
ENSMUST00000024959_ENSMUSG00000024146	19.0
ENSMUST00000024963_ENSMUSG00000024150	31.0
ENSMUST00000024978_ENSMUSG00000073435	12.0
ENSMUST00000024981_ENSMUSG00000024165	13.0
ENSMUST00000024984_ENSMUSG00000024168	4.0
ENSMUST00000025014_ENSMUSG00000024181	27.0
ENSMUST00000025023_ENSMUSG00000024188	12.0
ENSMUST00000025027_ENSMUSG00000024194	25.0
ENSMUST00000025045_ENSMUSG00000024208	37.0
ENSMUST00000025050_ENSMUSG00000024213	42.0
ENSMUST00000025057_ENSMUSG00000024218	6.0
ENSMUST00000025095_ENSMUSG00000024248	31.0
ENSMUST00000025106_ENSMUSG00000024258	15.0
ENSMUST00000025137_ENSMUSG00000024287	8.0
ENSMUST00000025161_ENSMUSG00000024308	73.0
ENSMUST00000025163_ENSMUSG00000024309	10.0
ENSMUST00000025170_ENSMUSG00000024312	3.0
ENSMUST00000025178_ENSMUSG00000024319	6.0
ENSMUST00000025181_ENSMUSG00000061232	39.0
ENSMUST00000025186_ENSMUSG00000024327	49.0
ENSMUST00000025196_ENSMUSG00000024338	33.0
ENSMUST00000025204_ENSMUSG00000024346	23.0
ENSMUST00000025215_ENSMUSG00000024357	18.0
ENSMUST00000025217_ENSMUSG00000024359	36.0
ENSMUST00000025218_ENSMUSG00000024360	48.0
ENSMUST00000025228_ENSMUSG00000024370	7.0
ENSMUST00000025229_ENSMUSG00000090231	186.0
ENSMUST00000025250_ENSMUSG00000024392	20.0
ENSMUST00000025270_ENSMUSG00000024404	34.0
ENSMUST00000025278_ENSMUSG00000024414	35.0
ENSMUST00000025305_ENSMUSG00000024436	8.0
ENSMUST00000025319_ENSMUSG00000024446	16.0
ENSMUST00000025357_ENSMUSG00000024480	17.0
ENSMUST00000025364_ENSMUSG00000024487	21.0
ENSMUST00000025385_ENSMUSG00000024507	95.0
ENSMUST00000025394_ENSMUSG00000024516	7.0
ENSMUST00000025403_ENSMUSG00000024525	3.0
ENSMUST00000025417_ENSMUSG00000024535	4.0
ENSMUST00000025419_ENSMUSG00000024538	26.0
ENSMUST00000025420_ENSMUSG00000024539	3.0
ENSMUST00000025421_ENSMUSG00000079614	6.0
ENSMUST00000025444_ENSMUSG00000024560	22.0
ENSMUST00000025462_ENSMUSG00000024570	17.0
ENSMUST00000025490_ENSMUSG00000024594	12.0
ENSMUST00000025503_ENSMUSG00000024601	18.0
ENSMUST00000025511_ENSMUSG00000024608	277.0
ENSMUST00000025542_ENSMUSG00000024640	21.0
ENSMUST00000025561_ENSMUSG00000024659	146.0
ENSMUST00000025563_ENSMUSG00000024661	727.0
ENSMUST00000025568_ENSMUSG00000024666	5.0
ENSMUST00000025569_ENSMUSG00000024667	21.0
ENSMUST00000025595_ENSMUSG00000024691	6.0
ENSMUST00000025617_ENSMUSG00000024712	33.0
ENSMUST00000025631_ENSMUSG00000024725	38.0
ENSMUST00000025632_ENSMUSG00000024726	13.0
ENSMUST00000025639_ENSMUSG00000024732	5.0
ENSMUST00000025656_ENSMUSG00000024747	11.0
ENSMUST00000025679_ENSMUSG00000024767	6.0
ENSMUST00000025684_ENSMUSG00000024772	36.0
ENSMUST00000025691_ENSMUSG00000024778	13.0
ENSMUST00000025696_ENSMUSG00000024782	63.0
ENSMUST00000025702_ENSMUSG00000024787	7.0
ENSMUST00000025707_ENSMUSG00000024792	14.0
ENSMUST00000025714_ENSMUSG00000024800	10.0
ENSMUST00000025743_ENSMUSG00000024829	26.0
ENSMUST00000025759_ENSMUSG00000024841	10.0
ENSMUST00000025762_ENSMUSG00000024844	17.0
ENSMUST00000025767_ENSMUSG00000024847	15.0
ENSMUST00000025773_ENSMUSG00000024854	27.0
ENSMUST00000025779_ENSMUSG00000024856	49.0
ENSMUST00000025804_ENSMUSG00000024870	48.0
ENSMUST00000025811_ENSMUSG00000024875	21.0
ENSMUST00000025836_ENSMUSG00000024902	10.0
ENSMUST00000025847_ENSMUSG00000024911	13.0
ENSMUST00000025853_ENSMUSG00000024914	29.0
ENSMUST00000025856_ENSMUSG00000024913	12.0
ENSMUST00000025864_ENSMUSG00000024925	18.0
ENSMUST00000025867_ENSMUSG00000024927	41.0
ENSMUST00000025885_ENSMUSG00000118125	11.0
ENSMUST00000025893_ENSMUSG00000024944	12.0
ENSMUST00000025904_ENSMUSG00000024953	186.0
ENSMUST00000025906_ENSMUSG00000024955	22.0
ENSMUST00000025914_ENSMUSG00000024962	21.0
ENSMUST00000025915_ENSMUSG00000024963	15.0
ENSMUST00000025918_ENSMUSG00000024966	21.0
ENSMUST00000025925_ENSMUSG00000060675	63.0
ENSMUST00000025940_ENSMUSG00000071347	15.0
ENSMUST00000025951_ENSMUSG00000024990	10.0
ENSMUST00000025961_ENSMUSG00000024997	96.0
ENSMUST00000025997_ENSMUSG00000025024	13.0
ENSMUST00000026009_ENSMUSG00000025035	24.0
ENSMUST00000026016_ENSMUSG00000025040	10.0
ENSMUST00000026050_ENSMUSG00000025068	53.0
ENSMUST00000026093_ENSMUSG00000025103	12.0
ENSMUST00000026122_ENSMUSG00000025130	117.0
ENSMUST00000026128_ENSMUSG00000025135	25.0
ENSMUST00000026129_ENSMUSG00000025137	12.0
ENSMUST00000026135_ENSMUSG00000025142	12.0
ENSMUST00000026142_ENSMUSG00000025151	68.0
ENSMUST00000026144_ENSMUSG00000039450	8.0
ENSMUST00000026148_ENSMUSG00000025150	33.0
ENSMUST00000026156_ENSMUSG00000025158	8.0
ENSMUST00000026170_ENSMUSG00000025171	13.0
ENSMUST00000026173_ENSMUSG00000025173	27.0
ENSMUST00000026217_ENSMUSG00000025199	11.0
ENSMUST00000026222_ENSMUSG00000025204	204.0
ENSMUST00000026227_ENSMUSG00000025209	8.0
ENSMUST00000026256_ENSMUSG00000025226	6.0
ENSMUST00000026262_ENSMUSG00000025232	45.0
ENSMUST00000026289_ENSMUSG00000025260	59.0
ENSMUST00000026295_ENSMUSG00000025264	8.0
ENSMUST00000026318_ENSMUSG00000025283	29.0
ENSMUST00000026324_ENSMUSG00000025287	8.0
ENSMUST00000026328_ENSMUSG00000025289	23.0
ENSMUST00000026387_ENSMUSG00000025337	60.0
ENSMUST00000026405_ENSMUSG00000090247	86.0
ENSMUST00000026407_ENSMUSG00000025351	152.0
ENSMUST00000026420_ENSMUSG00000025362	60.0
ENSMUST00000026425_ENSMUSG00000025364	27.0
ENSMUST00000026434_ENSMUSG00000025371	11.0
ENSMUST00000026439_ENSMUSG00000025374	27.0
ENSMUST00000026459_ENSMUSG00000025393	393.0
ENSMUST00000026469_ENSMUSG00000025402	6.0
ENSMUST00000026475_ENSMUSG00000025408	13.0
ENSMUST00000026479_ENSMUSG00000025410	51.0
ENSMUST00000026487_ENSMUSG00000090000	77.0
ENSMUST00000026495-1_ENSMUSG00000025428	311.0
ENSMUST00000026506_ENSMUSG00000025439	22.0
ENSMUST00000026538_ENSMUSG00000025465	91.0
ENSMUST00000026539_ENSMUSG00000025466	9.0
ENSMUST00000026552_ENSMUSG00000025479	437.0
ENSMUST00000026557_ENSMUSG00000110136	13.0
ENSMUST00000026560_ENSMUSG00000025487	42.0
ENSMUST00000026561_ENSMUSG00000025488	31.0
ENSMUST00000026565_ENSMUSG00000025492	140.0
ENSMUST00000026568_ENSMUSG00000025495	10.0
ENSMUST00000026572_ENSMUSG00000025499	7.0
ENSMUST00000026576_ENSMUSG00000025503	228.0
ENSMUST00000026585_ENSMUSG00000025511	8.0
ENSMUST00000026595_ENSMUSG00000025521	23.0
ENSMUST00000026599_ENSMUSG00000025525	19.0
ENSMUST00000026624_ENSMUSG00000025544	35.0
ENSMUST00000026625_ENSMUSG00000025545	11.0
ENSMUST00000026649_ENSMUSG00000048277	13.0
ENSMUST00000026663_ENSMUSG00000025578	3.0
ENSMUST00000026667_ENSMUSG00000025580	26.0
ENSMUST00000026704_ENSMUSG00000025613	6.0
ENSMUST00000026723_ENSMUSG00000025630	77.0
ENSMUST00000026737_ENSMUSG00000025647	9.0
ENSMUST00000026743_ENSMUSG00000025651	92.0
ENSMUST00000026818_ENSMUSG00000025724	29.0
ENSMUST00000026827_ENSMUSG00000025731	11.0
ENSMUST00000026828_ENSMUSG00000025732	19.0
ENSMUST00000026833_ENSMUSG00000025737	5.0
ENSMUST00000026841_ENSMUSG00000059447	7.0
ENSMUST00000026881_ENSMUSG00000025779	9.0
ENSMUST00000026887_ENSMUSG00000025781	97.0
ENSMUST00000026890_ENSMUSG00000025784	62.0
ENSMUST00000026891_ENSMUSG00000025785	13.0
ENSMUST00000026899_ENSMUSG00000025792	76.0
ENSMUST00000026937_ENSMUSG00000025825	57.0
ENSMUST00000026972_ENSMUSG00000025854	17.0
ENSMUST00000026975_ENSMUSG00000025857	6.0
ENSMUST00000026976_ENSMUSG00000025858	13.0
ENSMUST00000026986_ENSMUSG00000025868	70.0
ENSMUST00000026989_ENSMUSG00000025871	3.0
ENSMUST00000026990_ENSMUSG00000025872	20.0
ENSMUST00000027036_ENSMUSG00000025903	44.0
ENSMUST00000027067_ENSMUSG00000025934	40.0
ENSMUST00000027068_ENSMUSG00000025935	10.0
ENSMUST00000027114_ENSMUSG00000025971	16.0
ENSMUST00000027123_ENSMUSG00000025980	82.0
ENSMUST00000027125_ENSMUSG00000025981	20.0
ENSMUST00000027153_ENSMUSG00000026003	31.0
ENSMUST00000027157_ENSMUSG00000026005	16.0
ENSMUST00000027173_ENSMUSG00000026019	7.0
ENSMUST00000027189_ENSMUSG00000026029	19.0
ENSMUST00000027193_ENSMUSG00000026032	238.0
ENSMUST00000027232_ENSMUSG00000117310	13.0
ENSMUST00000027247_ENSMUSG00000026078	16.0
ENSMUST00000027256_ENSMUSG00000026087	18.0
ENSMUST00000027257_ENSMUSG00000026088	5.0
ENSMUST00000027264_ENSMUSG00000026095	17.0
ENSMUST00000027265_ENSMUSG00000026096	6.0
ENSMUST00000027271_ENSMUSG00000026102	3.0
ENSMUST00000027285_ENSMUSG00000026111	21.0
ENSMUST00000027338_ENSMUSG00000026154	19.0
ENSMUST00000027356_ENSMUSG00000026170	43.0
ENSMUST00000027367_ENSMUSG00000026176	6.0
ENSMUST00000027377_ENSMUSG00000026185	7.0
ENSMUST00000027384_ENSMUSG00000026192	27.0
ENSMUST00000027394_ENSMUSG00000026197	7.0
ENSMUST00000027401_ENSMUSG00000026201	25.0
ENSMUST00000027409_ENSMUSG00000026208	13.0
ENSMUST00000027425_ENSMUSG00000026223	41.0
ENSMUST00000027438_ENSMUSG00000026234	98.0
ENSMUST00000027464_ENSMUSG00000026248	13.0
ENSMUST00000027467_ENSMUSG00000026249	48.0
ENSMUST00000027487_ENSMUSG00000026269	10.0
ENSMUST00000027499_ENSMUSG00000026278	16.0
ENSMUST00000027502_ENSMUSG00000026280	6.0
ENSMUST00000027503_ENSMUSG00000026281	19.0
ENSMUST00000027534_ENSMUSG00000026309	15.0
ENSMUST00000027602_ENSMUSG00000026356	37.0
ENSMUST00000027623_ENSMUSG00000026374	6.0
ENSMUST00000027626_ENSMUSG00000026377	7.0
ENSMUST00000027634_ENSMUSG00000026385	1683.0
ENSMUST00000027677_ENSMUSG00000026421	59.0
ENSMUST00000027684_ENSMUSG00000026426	29.0
ENSMUST00000027727_ENSMUSG00000026457	71.0
ENSMUST00000027743_ENSMUSG00000026470	17.0
ENSMUST00000027781_ENSMUSG00000026500	56.0
ENSMUST00000027792_ENSMUSG00000026511	33.0
ENSMUST00000027802_ENSMUSG00000026520	19.0
ENSMUST00000027809_ENSMUSG00000026525	17.0
ENSMUST00000027810_ENSMUSG00000026526	62.0
ENSMUST00000027826_ENSMUSG00000026544	10.0
ENSMUST00000027853_ENSMUSG00000026568	188.0
ENSMUST00000027861_ENSMUSG00000026574	167.0
ENSMUST00000027863_ENSMUSG00000026576	9.0
ENSMUST00000027878_ENSMUSG00000026586	4.0
ENSMUST00000027897_ENSMUSG00000026603	18.0
ENSMUST00000027943_ENSMUSG00000026630	4.0
ENSMUST00000027965_ENSMUSG00000026655	14.0
ENSMUST00000027974_ENSMUSG00000026663	5.0
ENSMUST00000027975_ENSMUSG00000026664	75.0
ENSMUST00000027992_ENSMUSG00000026679	5.0
ENSMUST00000027997_ENSMUSG00000026678	12.0
ENSMUST00000028004_ENSMUSG00000026687	13.0
ENSMUST00000028005_ENSMUSG00000026688	157.0
ENSMUST00000028021_ENSMUSG00000026698	13.0
ENSMUST00000028059_ENSMUSG00000026727	55.0
ENSMUST00000028062_ENSMUSG00000026728	397.0
ENSMUST00000028071_ENSMUSG00000026739	8.0
ENSMUST00000028081_ENSMUSG00000026748	12.0
ENSMUST00000028083_ENSMUSG00000026750	76.0
ENSMUST00000028087_ENSMUSG00000026753	3.0
ENSMUST00000028098_ENSMUSG00000026761	6.0
ENSMUST00000028117_ENSMUSG00000026775	35.0
ENSMUST00000028135_ENSMUSG00000026796	17.0
ENSMUST00000028148_ENSMUSG00000009566	10.0
ENSMUST00000028151_ENSMUSG00000026810	17.0
ENSMUST00000028162_ENSMUSG00000026820	18.0
ENSMUST00000028200_ENSMUSG00000026849	7.0
ENSMUST00000028205_ENSMUSG00000026851	10.0
ENSMUST00000028209_ENSMUSG00000026856	13.0
ENSMUST00000028214_ENSMUSG00000026860	117.0
ENSMUST00000028222_ENSMUSG00000026864	92.0
ENSMUST00000028238_ENSMUSG00000026878	21.0
ENSMUST00000028239_ENSMUSG00000026879	192.0
ENSMUST00000028241_ENSMUSG00000026880	13.0
ENSMUST00000028278_ENSMUSG00000026914	43.0
ENSMUST00000028286_ENSMUSG00000026922	120.0
ENSMUST00000028295_ENSMUSG00000075467	26.0
ENSMUST00000028307_ENSMUSG00000026938	13.0
ENSMUST00000028328_ENSMUSG00000015085	24.0
ENSMUST00000028332_ENSMUSG00000026958	5.0
