ids	SRR33470049_nocondition_nobatch
SRR33470049.204071_5:143695000	9.0
SRR33470049.2040_ENSMUSG00000022568	6.0
SRR33470049.20412_17:33048000	3.0
SRR33470049.204160_2:130562000	5.0
SRR33470049.2041_ENSMUSG00000058443	193.0
SRR33470049.204245_17:47084000	5.0
SRR33470049.204249-1_3:89907000	13.0
SRR33470049.204305_ENSMUSG00000038762	15.0
SRR33470049.204327_11:76589000	104.0
SRR33470049.204357_11:52013000	18.0
SRR33470049.204441_2:35071000	5.0
SRR33470049.204472_ENSMUSG00000028959	3.0
SRR33470049.204498_11:68859000	8.0
SRR33470049.204555_7:141040000	7.0
SRR33470049.204560_ENSMUSG00000060036	11.0
SRR33470049.204573_7:141051000	7.0
SRR33470049.204584_19:43488000	4.0
SRR33470049.20458_7:139159000	20.0
SRR33470049.204590_7:34749000	7.0
SRR33470049.204598_ENSMUSG00000019433	5.0
SRR33470049.204654_16:35856000	13.0
SRR33470049.204792-1_17:32748000	6.0
SRR33470049.20480-1_9:68929000	4.0
SRR33470049.204831_6:113402000	6.0
SRR33470049.204884_13:54261000	5.0
SRR33470049.204892_ENSMUSG00000064339	335.0
SRR33470049.204900_ENSMUSG00000001119	6.0
SRR33470049.204954_ENSMUSG00000033228	4.0
SRR33470049.204963_ENSMUSG00000021555	8.0
SRR33470049.204982_X:20264000	3.0
SRR33470049.205046-1_8:101832000	29.0
SRR33470049.205046_2:52287000	13.0
SRR33470049.205080_3:95854000	11.0
SRR33470049.205119_12:116336000	21.0
SRR33470049.205137_14:58070000	3.0
SRR33470049.20518_9:98826000	18.0
SRR33470049.205213_ENSMUSG00000034390	3.0
SRR33470049.205237_2:18216000	13.0
SRR33470049.205261_ENSMUSG00000027185	7.0
SRR33470049.205403_15:31456000	17.0
SRR33470049.205433_3:97830000	6.0
SRR33470049.205554_4:152069000	3.0
SRR33470049.205585_13:55493000	11.0
SRR33470049.205608_ENSMUSG00000025169	5.0
SRR33470049.205685_ENSMUSG00000029478	19.0
SRR33470049.205729_MT:7000	1411.0
SRR33470049.20573_ENSMUSG00000000194	3.0
SRR33470049.20574_12:103823000	6.0
SRR33470049.205759_16:21580000	11.0
SRR33470049.205775_ENSMUSG00000039463	3.0
SRR33470049.205825_ENSMUSG00000034675	5.0
SRR33470049.205829_2:10261000	42.0
SRR33470049.205873_11:58238000	24.0
SRR33470049.205901_4:106906000	9.0
SRR33470049.205916_7:13066000	1.0
SRR33470049.205972-1_ENSMUSG00000078154	33.0
SRR33470049.205991_8:105145000	3.0
SRR33470049.205_11:115505000	16.0
SRR33470049.206136_ENSMUSG00000009741	5.0
SRR33470049.206143_ENSMUSG00000021028	3.0
SRR33470049.206199_ENSMUSG00000010663	26.0
SRR33470049.206202_ENSMUSG00000084817	115.0
SRR33470049.206295_8:5691000	5.0
SRR33470049.20629_4:41485000	5.0
SRR33470049.206393_8:40938000	8.0
SRR33470049.20640_11:118342000	46.0
SRR33470049.206413_11:116765000	9.0
SRR33470049.206424_12:79008000	5.0
SRR33470049.206441_15:11981000	4.0
SRR33470049.206455_16:21866000	7.0
SRR33470049.206536_3:54717000	3.0
SRR33470049.206556_10:80989000	3.0
SRR33470049.206563_2:75495000	12.0
SRR33470049.206565_ENSMUSG00000033106	7.0
SRR33470049.206665_ENSMUSG00000021270	57.0
SRR33470049.206693_7:109880000	6.0
SRR33470049.206745_17:81214000	3.0
SRR33470049.206768_3:67511000	18.0
SRR33470049.206782_1:172100000	34.0
SRR33470049.206788_1:24652000	27.0
SRR33470049.206819_16:87392000	5.0
SRR33470049.206941_15:38294000	19.0
SRR33470049.206956_ENSMUSG00000030805	8.0
SRR33470049.207023-1_9:55110000	4.0
SRR33470049.207053_8:41443000	13.0
SRR33470049.207142_18:20817000	4.0
SRR33470049.207147_7:5010000	6.0
SRR33470049.207214_10:80987000	14.0
SRR33470049.207265_ENSMUSG00000026509	108.0
SRR33470049.207294_ENSMUSG00000025759	3.0
SRR33470049.207346_ENSMUSG00000032648	3.0
SRR33470049.207376_2:84160000	3.0
SRR33470049.207377_7:125240000	12.0
SRR33470049.207384_7:112189000	15.0
SRR33470049.207386_6:17205000	3.0
SRR33470049.207445_5:115701000	3.0
SRR33470049.207480_2:166877000	27.0
SRR33470049.207535_16:84660000	12.0
SRR33470049.207565_10:108114000	6.0
SRR33470049.207576_7:119314000	12.0
SRR33470049.207624_ENSMUSG00000083364	22.0
SRR33470049.207684_13:106930000	10.0
SRR33470049.207712_6:97130000	4.0
SRR33470049.207728_12:73400000	7.0
SRR33470049.207739_X:114020000	12.0
SRR33470049.20774_X:156147000	3.0
SRR33470049.207851_10:11090000	11.0
SRR33470049.207902_ENSMUSG00000023050	9.0
SRR33470049.208039_13:54260000	7.0
SRR33470049.208100_19:57377000	3.0
SRR33470049.208146_7:67883000	8.0
SRR33470049.208177_8:83817000	4.0
SRR33470049.208275_6:114836000	7.0
SRR33470049.208306_9:90084000	15.0
SRR33470049.208308_18:61721000	45.0
SRR33470049.208347_13:60790000	17.0
SRR33470049.208386_ENSMUSG00000005656	13.0
SRR33470049.208484_ENSMUSG00000044405	10.0
SRR33470049.208495_ENSMUSG00000073198	25.0
SRR33470049.208627_18:84105000	3.0
SRR33470049.208642_ENSMUSG00000024393	13.0
SRR33470049.208684_3:31175000	10.0
SRR33470049.208688_5:34331000	38.0
SRR33470049.208708_ENSMUSG00000039990	5.0
SRR33470049.208709_ENSMUSG00000020709	14.0
SRR33470049.208743_5:56647000	4.0
SRR33470049.208776_ENSMUSG00000031538	14.0
SRR33470049.20880_1:133066000	6.0
SRR33470049.208887_4:24898000	3.0
SRR33470049.20890_ENSMUSG00000073460	8.0
SRR33470049.208935_9:119221000	4.0
SRR33470049.208936_ENSMUSG00000029714	3.0
SRR33470049.208952_16:91475000	10.0
SRR33470049.20895_13:9322000	125.0
SRR33470049.209037_ENSMUSG00000056167	11.0
SRR33470049.20904_ENSMUSG00000024371	3.0
SRR33470049.20906_ENSMUSG00000041058	7.0
SRR33470049.209085_14:47531000	8.0
SRR33470049.209089_ENSMUSG00000034748	5.0
SRR33470049.209106_8:84726000	11.0
SRR33470049.20910_ENSMUSG00000041238	3.0
SRR33470049.209135_ENSMUSG00000062611	43.0
SRR33470049.209218_13:46833000	5.0
SRR33470049.209220_11:76305000	5.0
SRR33470049.209364_10:62912000	5.0
SRR33470049.209458_ENSMUSG00000038463	6.0
SRR33470049.209473_11:8333000	7.0
SRR33470049.20947_ENSMUSG00000002319	21.0
SRR33470049.209495_ENSMUSG00000031820	19.0
SRR33470049.209520_5:145228000	6.0
SRR33470049.209522_13:30090000	9.0
SRR33470049.209533_ENSMUSG00000040356	4.0
SRR33470049.20956_5:111604000	3.0
SRR33470049.209570_6:90359000	3.0
SRR33470049.209682_5:129892000	3.0
SRR33470049.209706_6:42644000	19.0
SRR33470049.209720_ENSMUSG00000012076	7.0
SRR33470049.209830_17:36145000	10.0
SRR33470049.209844_ENSMUSG00000027678	3.0
SRR33470049.209885_18:31915000	11.0
SRR33470049.209905_ENSMUSG00000078377	8.0
SRR33470049.209963_1:188703000	15.0
SRR33470049.209994_11:69674000	7.0
SRR33470049.209998_ENSMUSG00000018501	7.0
SRR33470049.210026_15:81709000	5.0
SRR33470049.210062_2:69853000	7.0
SRR33470049.210082_ENSMUSG00000025245	9.0
SRR33470049.21010_ENSMUSG00000040746	14.0
SRR33470049.210154_ENSMUSG00000067736	7.0
SRR33470049.210167_15:93396000	5.0
SRR33470049.210181_15:85783000	4.0
SRR33470049.210224_4:109309000	3.0
SRR33470049.210232_5:96123000	4.0
SRR33470049.210292_ENSMUSG00000051978	4.0
SRR33470049.210317_3:78969000	7.0
SRR33470049.210328_ENSMUSG00000028763	9.0
SRR33470049.2103_17:27193000	4.0
SRR33470049.210417_16:43458000	3.0
SRR33470049.210441_1:191645000	8.0
SRR33470049.210442_4:134941000	4.0
SRR33470049.210482_10:128460000	5.0
SRR33470049.210494_X:139946000	4.0
SRR33470049.210515_11:103008000	10.0
SRR33470049.210532_12:10210000	12.0
SRR33470049.210556_16:95097000	3.0
SRR33470049.210557_7:97999000	14.0
SRR33470049.210600_5:123904000	7.0
SRR33470049.210653_14:79439000	7.0
SRR33470049.210672_ENSMUSG00000029613	8.0
SRR33470049.210747_11:59682000	12.0
SRR33470049.210776_ENSMUSG00000035722	3.0
SRR33470049.210796_18:64122000	4.0
SRR33470049.210822_19:24071000	5.0
SRR33470049.21084_ENSMUSG00000031090	4.0
SRR33470049.210926_5:108831000	10.0
SRR33470049.21094_6:133083000	47.0
SRR33470049.211013_17:75834000	5.0
SRR33470049.211068_4:46505000	5.0
SRR33470049.211070_ENSMUSG00000026944	16.0
SRR33470049.211074_11:108902000	11.0
SRR33470049.211117_15:3347000	1.0
SRR33470049.211154_17:56566000	13.0
SRR33470049.211222_ENSMUSG00000039263	27.0
SRR33470049.211230_2:148246000	4.0
SRR33470049.211256_1:180802000	5.0
SRR33470049.211346_8:89753000	3.0
SRR33470049.211414_17:45831000	5.0
SRR33470049.211482_1:60023000	8.0
SRR33470049.211514_17:87307000	9.0
SRR33470049.211520_6:60965000	6.0
SRR33470049.211613_13:74840000	90.0
SRR33470049.211655_ENSMUSG00000028653	12.0
SRR33470049.211664_5:92738000	4.0
SRR33470049.211682_19:29289000	9.0
SRR33470049.211686_18:62637000	9.0
SRR33470049.211737_ENSMUSG00000041354	17.0
SRR33470049.21173_ENSMUSG00000032579	4.0
SRR33470049.211748_8:110451000	4.0
SRR33470049.211858_18:10064000	3.0
SRR33470049.211895_ENSMUSG00000039428	79.0
SRR33470049.2118_2:26910000	5.0
SRR33470049.211932_ENSMUSG00000041921	11.0
SRR33470049.21204_12:83844000	3.0
SRR33470049.212058_3:157313000	25.0
SRR33470049.212188_12:87011000	9.0
SRR33470049.212252_9:24323000	17.0
SRR33470049.212265_5:73790000	3.0
SRR33470049.212283_ENSMUSG00000028809	28.0
SRR33470049.21232_ENSMUSG00000028826	10.0
SRR33470049.212370_ENSMUSG00000038521	34.0
SRR33470049.212373_8:89318000	4.0
SRR33470049.212376-1_5:36174000	6.0
SRR33470049.212424_ENSMUSG00000037112	8.0
SRR33470049.212436_17:21251000	3.0
SRR33470049.212439_6:129438000	5.0
SRR33470049.212471_7:73076000	8.0
SRR33470049.212570_1:150236000	3.0
SRR33470049.212594_2:165912000	4.0
SRR33470049.212661_19:4391000	4.0
SRR33470049.212696_2:135317000	3.0
SRR33470049.212702_13:34172000	3.0
SRR33470049.21282_12:25143000	11.0
SRR33470049.212830_4:21875000	24.0
SRR33470049.212838_ENSMUSG00000026307	3.0
SRR33470049.21283_ENSMUSG00000027559	20.0
SRR33470049.212917_4:133406000	29.0
SRR33470049.212924_ENSMUSG00000038147	3.0
SRR33470049.212950_ENSMUSG00000032409	3.0
SRR33470049.212958_ENSMUSG00000017677	13.0
SRR33470049.213013_17:79397000	4.0
SRR33470049.213037_12:99156000	13.0
SRR33470049.213046_6:128822000	9.0
SRR33470049.213100_18:34997000	9.0
SRR33470049.213101_4:59472000	22.0
SRR33470049.213108_ENSMUSG00000024613	4.0
SRR33470049.213123_ENSMUSG00000029413	20.0
SRR33470049.213126_ENSMUSG00000056413	15.0
SRR33470049.213139_ENSMUSG00000120308	6.0
SRR33470049.213159_9:56403000	6.0
SRR33470049.213161_ENSMUSG00000026499	3.0
SRR33470049.213162_ENSMUSG00000037720	13.0
SRR33470049.213204_6:108540000	4.0
SRR33470049.213217-1_10:77322000	7.0
SRR33470049.21322_ENSMUSG00000081855	17.0
SRR33470049.213281_7:104903000	4.0
SRR33470049.213284_2:124509000	3.0
SRR33470049.213306_ENSMUSG00000028656	6.0
SRR33470049.213368_ENSMUSG00000026360	7.0
SRR33470049.21339_10:59282000	3.0
SRR33470049.213538_17:62910000	6.0
SRR33470049.21354_ENSMUSG00000066258	5.0
SRR33470049.213580_10:62781000	10.0
SRR33470049.213621_17:41271000	10.0
SRR33470049.21371_ENSMUSG00000034973	7.0
SRR33470049.213729_10:128393000	18.0
SRR33470049.213791_ENSMUSG00000018845	16.0
SRR33470049.213792_12:116504000	22.0
SRR33470049.213823_7:97334000	3.0
SRR33470049.213846_7:81070000	43.0
SRR33470049.21392_ENSMUSG00000074749	7.0
SRR33470049.213952_6:35238000	22.0
SRR33470049.213955_14:102133000	3.0
SRR33470049.213968_10:22020000	4.0
SRR33470049.213975_19:32952000	8.0
SRR33470049.214067_2:172954000	4.0
SRR33470049.214089_3:93394000	4.0
SRR33470049.214104_ENSMUSG00000059208	33.0
SRR33470049.214134_2:130899000	3.0
SRR33470049.214188_9:96565000	4.0
SRR33470049.214226_16:85656000	5.0
SRR33470049.214270_4:21749000	9.0
SRR33470049.214342_ENSMUSG00000024937	16.0
SRR33470049.214350_6:52191000	8.0
SRR33470049.214357_17:40153000	55.0
SRR33470049.214403_4:8947000	13.0
SRR33470049.214431_ENSMUSG00000037622	21.0
SRR33470049.214440_5:122869000	4.0
SRR33470049.214444_ENSMUSG00000034471	15.0
SRR33470049.21449_X:140218000	20.0
SRR33470049.214518_7:79572000	36.0
SRR33470049.214726_4:82209000	9.0
SRR33470049.214742_ENSMUSG00000042790	5.0
SRR33470049.21475_4:58042000	20.0
SRR33470049.214773_ENSMUSG00000003865	50.0
SRR33470049.214791_ENSMUSG00000003032	13.0
SRR33470049.214810_3:32394000	6.0
SRR33470049.214832_ENSMUSG00000061136	4.0
SRR33470049.214842_17:14125000	20.0
SRR33470049.214884_5:104926000	3.0
SRR33470049.214936_11:69624000	25.0
SRR33470049.215046_8:27720000	5.0
SRR33470049.215212_7:120506000	3.0
SRR33470049.215221_13:69646000	3.0
SRR33470049.215227_ENSMUSG00000050271	13.0
SRR33470049.215283_5:75358000	5.0
SRR33470049.215303_12:12426000	10.0
SRR33470049.215311_5:121734000	7.0
SRR33470049.215349_3:101369000	6.0
SRR33470049.21535_6:85311000	17.0
SRR33470049.215369_2:37260000	9.0
SRR33470049.215394_ENSMUSG00000001833	6.0
SRR33470049.215432_ENSMUSG00000037148	8.0
SRR33470049.215473_11:115615000	33.0
SRR33470049.215494_1:58939000	12.0
SRR33470049.21552_5:44385000	3.0
SRR33470049.215594_ENSMUSG00000071646	23.0
SRR33470049.215618_12:4729000	11.0
SRR33470049.215647_14:21722000	6.0
SRR33470049.215690_6:119458000	11.0
SRR33470049.21570_10:93582000	3.0
SRR33470049.21572_2:26527000	5.0
SRR33470049.215785_19:40727000	4.0
SRR33470049.215863_ENSMUSG00000032637	7.0
SRR33470049.215908_ENSMUSG00000102070	1990.0
SRR33470049.215967_ENSMUSG00000063849	4.0
SRR33470049.216086_5:136276000	6.0
SRR33470049.216112_ENSMUSG00000042167	4.0
SRR33470049.216148_2:164635000	3.0
SRR33470049.216170_13:47561000	13.0
SRR33470049.216214_ENSMUSG00000030516	15.0
SRR33470049.216349_10:100279000	9.0
SRR33470049.21635_ENSMUSG00000030613	4.0
SRR33470049.216368_13:45703000	7.0
SRR33470049.216388_ENSMUSG00000034858	24.0
SRR33470049.216393_ENSMUSG00000022255	6.0
SRR33470049.216414_ENSMUSG00000072494	9.0
SRR33470049.216420_12:108825000	12.0
SRR33470049.216520_15:27594000	6.0
SRR33470049.216539_Y:1260000	28.0
SRR33470049.216549_4:144315000	11.0
SRR33470049.216550_17:22313000	6.0
SRR33470049.216599_ENSMUSG00000015452	3.0
SRR33470049.216659_13:116290000	1.0
SRR33470049.216665_11:115855000	5.0
SRR33470049.216738_5:23711000	10.0
SRR33470049.216741_X:79237000	3.0
SRR33470049.216743_11:75490000	9.0
SRR33470049.216768_14:34133000	9.0
SRR33470049.216824_ENSMUSG00000045333	9.0
SRR33470049.216845_2:157919000	10.0
SRR33470049.21686_ENSMUSG00000022185	8.0
SRR33470049.216870_1:182141000	3.0
SRR33470049.216903_5:143550000	6.0
SRR33470049.216923_19:3504000	31.0
SRR33470049.216995_ENSMUSG00000020610	8.0
SRR33470049.217006_6:122554000	14.0
SRR33470049.217025_ENSMUSG00000041303	4.0
SRR33470049.21706_ENSMUSG00000107023	9.0
SRR33470049.217154_ENSMUSG00000066613	10.0
SRR33470049.217210_14:64185000	15.0
SRR33470049.217225_MT:5000	159.0
SRR33470049.217280_ENSMUSG00000040479	20.0
SRR33470049.217309_ENSMUSG00000001855	8.0
SRR33470049.217342_ENSMUSG00000020171	3.0
SRR33470049.217380_19:24853000	27.0
SRR33470049.217405_16:84958000	4.0
SRR33470049.217409_ENSMUSG00000025409	3.0
SRR33470049.217419_17:64588000	13.0
SRR33470049.217441_2:117957000	4.0
SRR33470049.217450_ENSMUSG00000073418	39.0
SRR33470049.217464_2:11413000	1.0
SRR33470049.217473_6:5164000	8.0
SRR33470049.217475_4:70347000	31.0
SRR33470049.217476_5:28620000	3.0
SRR33470049.217497_ENSMUSG00000039523	11.0
SRR33470049.21754_ENSMUSG00000062761	4.0
SRR33470049.217567_ENSMUSG00000031840	9.0
SRR33470049.217618_7:98367000	13.0
SRR33470049.217690_1:31094000	3.0
SRR33470049.217709_12:59119000	11.0
SRR33470049.217714_ENSMUSG00000028681	3.0
SRR33470049.217745_ENSMUSG00000057506	4.0
SRR33470049.217756_16:35517000	6.0
SRR33470049.217829_2:132108000	3.0
SRR33470049.217838_ENSMUSG00000029062	12.0
SRR33470049.217865_ENSMUSG00000021493	12.0
SRR33470049.217877_9:43133000	20.0
SRR33470049.217895_3:95570000	17.0
SRR33470049.217900_11:97659000	6.0
SRR33470049.218026_12:17334000	7.0
SRR33470049.218044_2:29921000	5.0
SRR33470049.218113_11:109563000	5.0
SRR33470049.218163_9:122680000	4.0
SRR33470049.21817_9:97062000	8.0
SRR33470049.218213_4:47414000	6.0
SRR33470049.218238_11:115474000	3.0
SRR33470049.218271_5:62759000	7.0
SRR33470049.218289_7:49507000	4.0
SRR33470049.218300_19:8994000	267.0
SRR33470049.21831_ENSMUSG00000064220	187.0
SRR33470049.218376_17:36470000	6.0
SRR33470049.218569_10:92520000	4.0
SRR33470049.218593_1:181730000	4.0
SRR33470049.218626_7:140988000	11.0
SRR33470049.218722_2:152921000	5.0
SRR33470049.218738_ENSMUSG00000031283	5.0
SRR33470049.21875_11:4635000	5.0
SRR33470049.218764_2:130870000	3.0
SRR33470049.218831_16:11034000	11.0
SRR33470049.218846_ENSMUSG00000035234	6.0
SRR33470049.218903-1_11:106710000	8.0
SRR33470049.218993_12:87785000	5.0
SRR33470049.21899_15:83183000	12.0
SRR33470049.219017_ENSMUSG00000022018	4.0
SRR33470049.219079_X:47630000	4.0
SRR33470049.219214_6:72585000	30.0
SRR33470049.219226_3:94404000	15.0
SRR33470049.219311_9:56845000	33.0
SRR33470049.219348_2:26299000	19.0
SRR33470049.219372_7:51246000	3.0
SRR33470049.219391_2:6448000	8.0
SRR33470049.219586_8:70598000	3.0
SRR33470049.219620_10:116742000	10.0
SRR33470049.219639_17:14124000	4.0
SRR33470049.219796_ENSMUSG00000055436	4.0
SRR33470049.219844_ENSMUSG00000041638	8.0
SRR33470049.219912_15:82089000	8.0
SRR33470049.219914_1:132393000	5.0
SRR33470049.219947_ENSMUSG00000021629	14.0
SRR33470049.219985_5:24025000	3.0
SRR33470049.219994_5:105756000	5.0
SRR33470049.220003_2:92233000	42.0
SRR33470049.220010_19:32945000	9.0
SRR33470049.22008_19:32443000	7.0
SRR33470049.220162_1:181069000	8.0
SRR33470049.220164_ENSMUSG00000027998	6.0
SRR33470049.220240_X:13159000	30.0
SRR33470049.220247_15:90371000	6.0
SRR33470049.220289_ENSMUSG00000037369	8.0
SRR33470049.220319_2:72235000	13.0
SRR33470049.220369_2:121029000	4.0
SRR33470049.220384_ENSMUSG00000031380	3.0
SRR33470049.220398_7:27189000	5.0
SRR33470049.220424_ENSMUSG00000021007	4.0
SRR33470049.220474_2:91041000	18.0
SRR33470049.2204_ENSMUSG00000029629	3.0
SRR33470049.220511-1_13:62347000	4.0
SRR33470049.220513_6:4893000	7.0
SRR33470049.220617_3:9752000	4.0
SRR33470049.220636_6:124723000	12.0
SRR33470049.220643_8:116429000	20.0
SRR33470049.220656_13:97240000	1.0
SRR33470049.220687_9:108082000	50.0
SRR33470049.22070_15:78234000	4.0
SRR33470049.220730_7:105755000	12.0
SRR33470049.22073_ENSMUSG00000039001	314.0
SRR33470049.220861_8:111865000	12.0
SRR33470049.220950_ENSMUSG00000071076	23.0
SRR33470049.220955_ENSMUSG00000029060	6.0
SRR33470049.221018_ENSMUSG00000028369	4.0
SRR33470049.221242_X:73058000	19.0
SRR33470049.22128_13:45699000	4.0
SRR33470049.221334_10:128325000	6.0
SRR33470049.221354_ENSMUSG00000083820	3.0
SRR33470049.221376_ENSMUSG00000032525	5.0
SRR33470049.221381_X:95286000	4.0
SRR33470049.221411_9:100339000	5.0
SRR33470049.22147_11:107583000	4.0
SRR33470049.221515_6:115218000	7.0
SRR33470049.221518_8:72978000	11.0
SRR33470049.221549_16:8676000	9.0
SRR33470049.221563_4:149260000	22.0
SRR33470049.221627_1:78473000	5.0
SRR33470049.221642_7:90116000	5.0
SRR33470049.221645_15:78321000	9.0
SRR33470049.221684_ENSMUSG00000027184	25.0
SRR33470049.221755_4:57894000	8.0
SRR33470049.221763_8:69358000	2158.0
SRR33470049.221975_ENSMUSG00000024369	5.0
SRR33470049.221987_1:30979000	62.0
SRR33470049.222010_1:60940000	23.0
SRR33470049.222054_ENSMUSG00000037300	4.0
SRR33470049.22211_ENSMUSG00000036046	14.0
SRR33470049.222132_11:109464000	27.0
SRR33470049.222177_3:59676000	13.0
SRR33470049.222178_3:116536000	3.0
SRR33470049.222206_ENSMUSG00000062456	169.0
SRR33470049.222215_2:170127000	8.0
SRR33470049.222280_17:35374000	3.0
SRR33470049.22228_11:31884000	7.0
SRR33470049.22236_5:24915000	8.0
SRR33470049.222398_ENSMUSG00000038642	6.0
SRR33470049.222407_5:84271000	4.0
SRR33470049.222435_7:104058000	7.0
SRR33470049.22251_X:150416000	29.0
SRR33470049.222565_ENSMUSG00000032582	7.0
SRR33470049.222568_1:156481000	6.0
SRR33470049.222598_19:60915000	4.0
SRR33470049.222637_ENSMUSG00002075453	7.0
SRR33470049.2226_ENSMUSG00000064202	5.0
SRR33470049.22283_15:75470000	3.0
SRR33470049.222916_ENSMUSG00000063273	4.0
SRR33470049.222954_ENSMUSG00000031360	10.0
SRR33470049.22296_ENSMUSG00000020290	17.0
SRR33470049.222973_8:91780000	4.0
SRR33470049.223014_19:25646000	3.0
SRR33470049.223042_7:126621000	18.0
SRR33470049.223119_13:43556000	14.0
SRR33470049.223134_ENSMUSG00000066442	8.0
SRR33470049.223189_ENSMUSG00000053286	3.0
SRR33470049.223196_5:122462000	8.0
SRR33470049.223203_15:12271000	4.0
SRR33470049.22322_12:71053000	3.0
SRR33470049.223264_8:73320000	7.0
SRR33470049.223389_19:4495000	12.0
SRR33470049.223431_10:70032000	24.0
SRR33470049.223465_12:3297000	31.0
SRR33470049.223499_13:55645000	4.0
SRR33470049.223564_5:91772000	5.0
SRR33470049.223623_7:98147000	8.0
SRR33470049.223668_ENSMUSG00000026042	32.0
SRR33470049.223671_ENSMUSG00000060679	15.0
SRR33470049.223681_12:59248000	4.0
SRR33470049.223754_16:85657000	4.0
SRR33470049.223820_19:4828000	3.0
SRR33470049.223868_7:81442000	3.0
SRR33470049.223926_7:92292000	4.0
SRR33470049.223944_ENSMUSG00000001034	9.0
SRR33470049.223961_18:39543000	30.0
SRR33470049.223990_ENSMUSG00000042302	4.0
SRR33470049.224050_14:122258000	4.0
SRR33470049.224095_2:131894000	11.0
SRR33470049.224150_18:60817000	9.0
SRR33470049.224257_ENSMUSG00000032637	5.0
SRR33470049.224261_ENSMUSG00000044224	5.0
SRR33470049.224340_ENSMUSG00000026427	5.0
SRR33470049.224416_12:73994000	6.0
SRR33470049.224454_11:75463000	3.0
SRR33470049.224456_ENSMUSG00000018501	19.0
SRR33470049.224463_1:65315000	6.0
SRR33470049.224515_11:105818000	5.0
SRR33470049.224607_4:150063000	68.0
SRR33470049.224669_3:79850000	9.0
SRR33470049.224675_1:132867000	3.0
SRR33470049.224688_7:144863000	3.0
SRR33470049.224735_16:4294000	3.0
SRR33470049.224802-1_5:127672000	4.0
SRR33470049.22483_X:36407000	10.0
SRR33470049.224844_ENSMUSG00000084383	12.0
SRR33470049.224918_ENSMUSG00000032481	4.0
SRR33470049.224925_ENSMUSG00000020114	7.0
SRR33470049.225004_X:55707000	14.0
SRR33470049.225076_2:166958000	8.0
SRR33470049.225096_6:87795000	8.0
SRR33470049.225143_10:105683000	4.0
SRR33470049.225187_ENSMUSG00000020377	4.0
SRR33470049.225269_11:97771000	8.0
SRR33470049.225282_2:110191000	5.0
SRR33470049.225293_ENSMUSG00000036281	6.0
SRR33470049.225340-1_1:82422000	3.0
SRR33470049.225352_6:32121000	4.0
SRR33470049.225364_ENSMUSG00000023068	8.0
SRR33470049.225367_1:34852000	27.0
SRR33470049.225379_2:72272000	3.0
SRR33470049.225393_1:191091000	3.0
SRR33470049.225463_X:159280000	50.0
SRR33470049.225550_ENSMUSG00000085211	6.0
SRR33470049.225602_9:13618000	3.0
SRR33470049.225606_16:10972000	3.0
SRR33470049.225612_6:128816000	3.0
SRR33470049.225630_2:155202000	3.0
SRR33470049.225657_ENSMUSG00000004980	3.0
SRR33470049.225664-1_2:126733000	4.0
SRR33470049.225723_18:38329000	7.0
SRR33470049.225733_2:130989000	3.0
SRR33470049.225737_7:16171000	10.0
SRR33470049.225740_1:152998000	3.0
SRR33470049.225782_7:16524000	15.0
SRR33470049.225784_ENSMUSG00000031065	4.0
SRR33470049.225788_ENSMUSG00000004631	27.0
SRR33470049.225830_19:5990000	3.0
SRR33470049.225852_5:35237000	4.0
SRR33470049.225854_5:67447000	4.0
SRR33470049.225858_ENSMUSG00000118664	7.0
SRR33470049.225964_13:34171000	5.0
SRR33470049.225988_ENSMUSG00000038642	13.0
SRR33470049.225990_12:84820000	4.0
SRR33470049.226019_13:104341000	3.0
SRR33470049.226058_ENSMUSG00000062937	5.0
SRR33470049.226169_ENSMUSG00000016487	27.0
SRR33470049.226196_ENSMUSG00000039509	6.0
SRR33470049.2261_1:31655000	17.0
SRR33470049.226222_4:129041000	4.0
SRR33470049.226326_15:98466000	5.0
SRR33470049.226362_ENSMUSG00000069899	21.0
SRR33470049.226433_9:14265000	7.0
SRR33470049.226463_19:28994000	8.0
SRR33470049.226474_6:90637000	23.0
SRR33470049.226484_5:36041000	8.0
SRR33470049.226584_ENSMUSG00000016495	10.0
SRR33470049.226652_18:90560000	4.0
SRR33470049.226678_ENSMUSG00000027963	5.0
SRR33470049.226683_18:74911000	3.0
SRR33470049.226738_ENSMUSG00000032599	7.0
SRR33470049.226759_ENSMUSG00000061232	9.0
SRR33470049.226768_14:30972000	4.0
SRR33470049.226790_11:115286000	5.0
SRR33470049.226836_14:20550000	9.0
SRR33470049.226886_9:117894000	9.0
SRR33470049.226973_15:73452000	6.0
SRR33470049.226983_3:106390000	5.0
SRR33470049.226996_3:87887000	15.0
SRR33470049.227078_1:93228000	8.0
SRR33470049.227098_8:8716000	66.0
SRR33470049.227168_11:101230000	15.0
SRR33470049.227171_ENSMUSG00000057342	6.0
SRR33470049.227205_3:108265000	5.0
SRR33470049.227210_ENSMUSG00000055254	3.0
SRR33470049.227222_7:24993000	22.0
SRR33470049.227229_4:140841000	3.0
SRR33470049.227250_11:96212000	7.0
SRR33470049.22730_13:28441000	5.0
SRR33470049.22731_6:148798000	5.0
SRR33470049.227343_5:43446000	12.0
SRR33470049.227360_4:109309000	57.0
SRR33470049.227365_16:43444000	7.0
SRR33470049.227425_13:111854000	3.0
SRR33470049.227460_8:61363000	9.0
SRR33470049.227557_2:124930000	5.0
